Id_bien;Code_dep_code_commune;No_voie;Type_de_voie;Voie;Total_piece;Surface_carrez;Surface_local;Type_local
13663;85262;10;AV;DU VAL DES SPORTS;5;111,49;112;Maison
13664;86066;6;RUE;DE LA ROSERAIE;3;71,91;72;Appartement
13665;87085;42;AV;DE LA LIBERATION;3;83,4;84;Appartement
13666;88160;25;RUE;DU 149E R I;3;59,67;60;Appartement
13667;88383;86;RUE;CHARLES DE GAULLE;2;65;74;Maison
13668;88516;80;AV;BOULOUMIE;1;38,39;19;Appartement
13669;89418;3;RUE;DE L EUROPE;5;90,97;92;Appartement
13670;91027;75;RUE;DE JUVISY;2;37,02;40;Appartement
13671;91027;16;AV;JACQUES CHIRAC;4;79,54;79;Appartement
13672;91097;30;;CLOS DE LA HIBOUTIERE;4;72,9;73;Appartement
13673;91174;38;BD;JOHN KENNEDY;5;104,72;104;Maison
13674;91191;16;AV;JEAN JAURES;2;65,83;66;Appartement
13675;91200;9;RUE;DE LA GAUDREE;2;33,93;32;Appartement
13676;91201;126;BD;HENRI BARBUSSE;3;109,79;106;Appartement
13677;91216;17;GR;GRANDE RUE;1;26,91;25;Appartement
13678;91223;10;ALL;DE LA BRIE;5;118,14;113;Maison
13679;91228;51;RUE;HENRI ROCHEFORT;1;32,54;32;Appartement
13680;91244;;RES;LES JARDINS DE LA BALE;2;43,95;44;Appartement
13681;91272;9001;RES;FONDS FANETTES;2;52,38;53;Appartement
13682;91333;1;PL;DES FFI;2;43,04;43;Appartement
13683;91433;33;RUE;GRANDE RUE;2;36,95;49;Appartement
13684;91477;53;AV;STALINGRAD;3;59,43;59;Appartement
13685;91514;19;RUE;DE LA REPUBLIQUE;2;39,3;38;Appartement
13686;91533;5;RUE;DES OUCHES DE CHATILLON;2;37,53;41;Appartement
13687;91552;13;;PARC DE CHANTELOUP;3;50,62;50;Appartement
13688;91589;4;ALL;DES EPIS;1;28,16;29;Appartement
13689;91661;14;RUE;DE NORMANDIE;7;110,01;88;Maison
13690;91661;34;RUE;DES MARAICHERS;4;90,01;90;Appartement
13691;91685;19;RUE;DES PRIMEVERES;5;90,58;94;Maison
13692;91687;18;RUE;CARNOT;1;38,75;33;Appartement
13693;91687;31;VC;QUAI DE CHATILLON;2;45,17;45;Appartement
13694;92023;95;RUE;DE LA BOURCILLIERE;3;56,24;76;Appartement
13695;92024;117;RUE;DE PARIS;2;44,95;45;Appartement
13696;92024;75;RUE;DE PARIS;1;26,49;28;Appartement
13697;92024;113;RUE;HENRI BARBUSSE;2;25,7;26;Appartement
13698;92026;7;RUE;JOSEPH MERY;1;32,34;32;Appartement
13699;92026;27;RUE;JULES FERRY;1;23,04;23;Appartement
13700;92032;30;RUE;DES FAUVETTES;3;67,38;80;Appartement
13701;92035;12;RUE;LEON MAURICE NORDMANN;1;23,79;25;Appartement
13702;92040;29;RUE;VICTOR HUGO;1;17,4;17;Appartement
13703;92044;25;RUE;RASPAIL;4;106,65;110;Appartement
13704;92044;75;RUE;CARNOT;3;67,35;65;Appartement
13705;92044;98;RUE;ARISTIDE BRIAND;2;54,16;62;Appartement
13706;92044;149;RUE;LOUIS ROUQUIER;1;30,02;28;Appartement
13707;92044;48;RUE;DANTON;3;79,28;79;Appartement
13708;92044;56;RUE;LOUISE MICHEL;3;29,75;28;Appartement
13709;92046;13;RUE;FRANCOIS COPPEE;4;68,57;75;Appartement
13710;92046;35;RUE;GALLIENI;3;48,45;48;Appartement
13711;92049;1;RUE;AUBER;3;54,52;53;Appartement
13712;92049;3;RUE;RAOUL PUGNO;1;33,53;33;Appartement
13713;92060;2;RUE;DU GRAND SAINT ELOI;2;42,45;42;Appartement
13714;92063;22;RUE;SOPHIE RODRIGUES;2;39,82;39;Appartement
13715;92063;220;AV;PAUL DOUMER;3;81,28;84;Appartement
13716;93005;11;RUE;DES MIMOSAS;2;47,03;47;Appartement
13717;93031;12;RUE;DE PARIS;4;82;79;Appartement
13718;93033;1;RUE;MAURICE RAVEL;2;47,75;47;Appartement
13719;93046;37;AV;JEAN JACQUES ROUSSEAU;2;39,4;39;Appartement
13720;93047;13;RUE;DES MOULINS;4;80,48;81;Maison
13721;93048;39;BD;P VAILLANT COUTURIER;3;51,35;48;Appartement
13722;93048;86;RUE;MOLIERE;4;115,42;115;Maison
13723;93048;16;RUE;DES CHANTEREINES;2;54;54;Appartement
13724;93062;58;BD;DU MIDI;1;20,4;22;Appartement
13725;93064;12;MAIL;DU CENTRE VILLE;3;67,1;66;Appartement
13726;93066;11;RUE;AUGUSTE DELAUNE;2;33,9;37;Appartement
13727;93070;15;RUE;DES ROSIERS;2;42,58;42;Appartement
13728;94002;3;RUE;PRESIDENT KENNEDY;3;60,6;58;Appartement
13729;94018;21;RUE;DE VERDUN;2;24;25;Appartement
13730;94021;2;ALL;NUNGESSER ET COLI;4;85,55;89;Appartement
13731;94022;72;AV;D ALFORTVILLE;3;50,58;54;Appartement
13732;94022;39;RUE;DOCTEUR ROUX;3;65,41;65;Appartement
13733;94033;112;AV;DU MARECHAL JOFFRE;2;47,67;47;Appartement
13734;94038;3;ALL;AMBROISE PARE;5;90,43;91;Appartement
13735;94042;10;AV;JOYEUSE;4;84,6;85;Appartement
13736;94046;2;RUE;GEORGES GAUME;5;85,05;90;Appartement
13737;94046;52;AV;DU GENERAL DE GAULLE;3;53,4;59;Appartement
13738;94054;14;RUE;DU MARECHAL JOFFRE;3;56,72;56;Appartement
13739;94055;36;RUE;DE NOISEAU;2;29,35;30;Appartement
13740;94058;2;RUE;DES BATELIERS;2;48,86;49;Appartement
13741;94060;12;RUE;DU MORBRAS;5;103,46;101;Maison
13742;94068;22;RUE;SAINT FIACRE;2;80,71;83;Appartement
13743;94068;13;AV;DU COMMANDANT RIVIERE;1;19,57;22;Appartement
13744;94068;5;AV;DU RAINCY;1;20,69;20;Appartement
13745;94068;41;AV;MARINVILLE;2;57,6;53;Appartement
13746;94069;59;RUE;DU MARECHAL LECLERC;3;39,4;46;Appartement
13747;94069;9;RUE;FRAGONARD;2;26,88;26;Appartement
13748;94074;5;RUE;HENRI POURRAT;4;72,39;72;Maison
13749;94076;2;ALL;DES FEUILLANTINES;4;85,05;85;Appartement
13750;94076;30;AV;DES CHARDONS;3;46,16;47;Appartement
13751;94076;3;RUE;FRANCOIS BILLOUX;2;44,17;44;Appartement
13752;94077;7;RUE;CHARLES NOEL;3;55,52;54;Appartement
13753;94079;11;RUE;ALEXIS QUIRIN;3;53,66;53;Appartement
13754;94079;34;RUE;DU GENERAL DE GAULLE;1;48,17;48;Appartement
13755;94080;74;RUE;DE MONTREUIL;3;41,34;60;Appartement
13756;94081;27;RUE;CAMILLE BLANC;1;31,31;31;Appartement
13757;95018;31;BD;KARL MARX;3;56,2;59;Appartement
13758;95018;23;RUE;DES ROSES;3;54,12;53;Appartement
13759;95019;30;AV;DE LA REPUBLIQUE;3;75,77;58;Maison
13760;95176;21;AV;CAMILLE CLAUDEL;2;47,3;46;Appartement
13761;95199;77;RES;DOMONT VILLAGE;5;111,76;104;Maison
13762;95229;20;ALL;DU PDT KENNEDY;4;65,26;66;Appartement
13763;95229;8;GR;GRANDE RUE;3;54,36;54;Appartement
13764;95252;11;RUE;DU BOIS DE L EPARD;6;105,74;92;Maison
13765;95268;6;RUE;ROMAIN ROLLAND;3;60,59;60;Appartement
13766;95306;8;RUE;DE LA CROIX;4;34,85;55;Appartement
13767;95424;14;RUE;DE L ARCHE;2;35,26;35;Appartement
13768;95424;6;RUE;JOHN LENNON;2;37,11;38;Appartement
13769;95428;77;RUE;DES CHESNEAUX;1;13,77;14;Appartement
13770;95500;22;RUE;DE LA COUTELLERIE;2;41,54;41;Appartement
13771;95500;6;RUE;DU BAS BORD EAU;2;24,77;32;Appartement
13772;95563;88;RUE;DU GENERAL LECLERC;1;21,39;20;Appartement
13773;95572;2;RUE;DES LUMIERES;3;67;67;Maison
13774;95678;8;RUE;ARISTIDE BRIAND;4;90,32;75;Appartement
13775;95680;11;PL;SAINT SAENS;5;104,23;94;Maison
13776;972209;5477;RES;PRINCIPAUTE;2;48,27;47;Appartement
13777;973302;101;CHEM;HILAIRE;2;46,08;45;Appartement
13778;973304;7;AV;DU GENERAL DE GAULLE;2;42,8;45;Appartement
13779;973309;9000;RES;LES JARDINS DU MAHURY;1;43,4;21;Appartement
13780;973309;4;LOT;LA COLLINE;3;56;40;Maison
13781;973311;31;ALL;BLAISE CENDRARS;3;71,85;72;Appartement
13782;6120;7;PL;DE L EGLISE;1;28,34;30;Appartement
13783;11170;112;RES;LES HAMEAUX DE LA PLAGE;2;49,13;31;Maison
13784;14715;1;AV;P CASSAGNAVERE;2;36,23;40;Appartement
13785;14754;9005;VC;RES LE FRANCE;2;24,68;25;Appartement
13786;18279;3;AV;PIERRE SEMARD;3;43,13;44;Appartement
13787;27681;15;MAIL;ANATOLE FRANCE;3;79,92;76;Appartement
13788;28229;10;RUE;FLANDRES DUNKERQUE 40;2;43,68;44;Appartement
13789;34079;72;RUE;FREGERE;2;46,01;47;Appartement
13790;39470;91;RTE;DE TRELARCE;2;24,2;24;Appartement
13791;45208;37;RUE;DE LOING;1;25,99;26;Appartement
13792;54323;14;RUE;DU GENERAL PERSHING;2;54,97;40;Appartement
13793;54521;26;RUE;DE L ALZETTE;4;81,22;84;Maison
13794;60159;11;SQ;DU CDT GABRIEL FOURNAISE;2;51,5;50;Appartement
13795;60159;6;RUE;DU MARECHAL KOENIG;3;71,84;68;Appartement
13796;65123;12;PL;EUGENE CHRISTOPHE;2;35,48;35;Appartement
13797;66124;17;BD;BALCON SUD;2;36,05;38;Appartement
13798;72181;82;RUE;DE LA PELOUSE;1;40,85;41;Appartement
13799;75111;243;BD;VOLTAIRE;2;24;28;Appartement
13800;75111;237;RUE;DU FBG ST ANTOINE;1;17,06;15;Appartement
13801;76217;41;RUE;DU HAUT PAS;2;38,3;37;Appartement
13802;77305;10;RUE;EMILE ZOLA;1;21,5;20;Appartement
13803;77305;1;RUE;EMILE ZOLA;4;75,58;80;Appartement
13804;78073;50;AV;P V COUTURIER;2;29,19;30;Appartement
13805;78242;4;ALL;DES SABLONS;5;96,72;97;Maison
13806;78643;4;IMP;LA ROCHELLE;2;38,6;37;Appartement
13807;80333;33;RUE;DE LA RAFALE;2;42,66;42;Appartement
13808;91223;199;RUE;DE LA REPUBLIQUE;2;41,78;46;Appartement
13809;91223;7;AV;HENRI FARMAN;3;71,52;69;Appartement
13810;91691;30;RUE;MARCEAU BAILLOT;1;32,56;33;Appartement
13811;95288;1;RUE;JULES VINCENT;4;84,5;84;Appartement
13812;95585;60;RTE;DE GARGES;4;63,67;64;Appartement
13813;1143;786;AV;DES VOIRONS;2;46,05;46;Appartement
13814;4242;5177;RUE;GRANDE;3;62,85;70;Appartement
13815;6004;10;BD;DES NATIONS;1;19,31;20;Appartement
13816;6010;17;AV;DU GENERAL DE GAULLE;3;63,25;58;Appartement
13817;6019;57;RTE;DEPARTEMENTALE 2204;4;85,15;85;Appartement
13818;6027;12;IMP;DES PALOMBIERES;3;142,62;100;Appartement
13819;6027;42;AV;DE GRASSE;2;51,58;52;Appartement
13820;6032;4;AV;JACQUES ABBA;1;14,53;14;Appartement
13821;6073;5703;;FRONT DE NEIGE;1;24,96;25;Appartement
13822;6079;200;AV;DU RIOU LA NAPOULE;3;68,82;81;Appartement
13823;6088;27;RUE;LAMARTINE;5;20,77;126;Appartement
13824;6088;81;BD;GAMBETTA;1;15,85;17;Appartement
13825;6104;210;AV;PASTEUR;1;28,33;28;Appartement
13826;6108;286;IMP;DE L ECOLE VIEILLE;5;110,17;111;Maison
13827;6155;91;AV;DES FRERES ROUSTAN;2;46,02;46;Appartement
13828;7010;22;RUE;DU PILAT;4;67,98;68;Appartement
13829;8409;14;RUE;DE MULHOUSE;1;37,45;41;Appartement
13830;10387;1;RUE;COURTALON;3;76,6;76;Appartement
13831;11145;4;AV;DES GOELANDS;2;36,45;35;Maison
13832;11202;8;RES;LES MARINAS DE PORT ROSE;2;34,61;36;Appartement
13833;11262;74;RES;TOURISTIQUE BEAU SOLEIL NP;3;30,93;30;Maison
13834;11266;347;BD;ESCHASSERIAUX;2;31,98;36;Appartement
13835;13005;10;AV;ALICE;4;56,04;60;Appartement
13836;13045;22;RUE;DE LA REPUBLIQUE;3;60,95;66;Appartement
13837;13201;44;RUE;DES RECOLETTES;2;45,44;52;Appartement
13838;13201;5;RUE;DES RECOLETTES;3;61,7;67;Appartement
13839;13201;3;QUAI;RIVE NEUVE;3;71,22;80;Appartement
13840;13201;9002;RUE;RANQUE;1;28,43;29;Appartement
13841;13202;48;RUE;PUVIS DE CHAVANNES;2;32,03;33;Appartement
13842;13202;51;RUE;DU PANIER;3;52,02;52;Appartement
13843;13203;56;BD;LECCIA;3;54,1;48;Appartement
13844;13204;34;AV;HAITI;1;29,23;32;Appartement
13845;13204;163;BD;BOISSON;1;16,19;22;Appartement
13846;13206;106;RUE;EDMOND ROSTAND;3;88,49;47;Appartement
13847;13206;6;PL;DE VENISE;3;61,73;61;Appartement
13848;13209;105;BD;DU CABOT;5;122,51;123;Appartement
13849;13209;70;CHE;JOSEPH AIGUIER;3;67,73;67;Appartement
13850;13209;39;BD;DE MOSTAGANEM PROLONGE;2;53,38;75;Appartement
13851;13213;5050;RES;LA BATARELLE;3;65,5;64;Appartement
13852;13214;39;BD;KRAEMER;3;51,82;54;Appartement
13853;13215;5006;RES;VAL PINS;3;57,61;56;Appartement
13854;17421;34;CRS;VICTOR HUGO;3;89,5;89;Appartement
13855;22032;6;PL;DE LA MAIRIE;1;25,3;26;Appartement
13856;22278;5;RUE;DE LA VILLE ERNAULT;4;92,33;102;Appartement
13857;22278;34;RUE;CHATEAUBRIAND;1;18,33;21;Appartement
13858;24520;9027;;LE MOULIN A VENT;2;37,64;38;Appartement
13859;25056;130;GR;GRANDE RUE;2;41,08;48;Appartement
13860;2A032;9591;;SUARALTA;2;32,12;32;Appartement
13861;2A247;6086;RES;LA MARINE DE MATONARA;1;46,47;29;Appartement
13862;2A249;5;RTE;DE LA CORNICHE;3;70,38;70;Appartement
13863;30003;9013;CHE;DE LA PATAQUIERE;3;33,49;29;Maison
13864;30062;6415;RTE;D AIGUES VIVES;3;38,18;40;Appartement
13865;30189;1;RUE;VILLARS;2;38,68;50;Appartement
13866;30206;5680;RTE;DE LA BAUME;2;44,95;45;Maison
13867;31555;292;AV;DE FRONTON;4;101,41;101;Appartement
13868;33051;3;ALL;MAURICE LAFON;1;27,72;28;Appartement
13869;33063;7;RUE;NERIGEAN;2;39,42;39;Appartement
13870;33063;137;RUE;SAINTE CATHERINE;4;116,5;117;Appartement
13871;33063;66;RUE;ALBERT PITRES;2;33,62;36;Appartement
13872;33243;56;RUE;CHAPERON GRANGERE;2;35,64;35;Appartement
13873;33281;17;RUE;PAUL LANGEVIN;3;66,04;67;Appartement
13874;33522;690;CRS;DE LA LIBERATION;1;23,21;24;Appartement
13875;33529;17;RUE;DU PORT;1;25,34;25;Appartement
13876;33550;4;RUE;EMILE LALANNE;2;114,47;111;Maison
13877;34003;3;AV;DE LA BUTTE;2;21,27;26;Appartement
13878;34032;2030;VC;9 COLOMBIERS BEZIERS;2;31,96;31;Appartement
13879;34108;66;AV;DE LA MEDITERRANEE;3;48,21;58;Appartement
13880;34108;6;RUE;DE LA MARECHAUSSEE;2;44,31;44;Appartement
13881;34157;7;CHE;DU ROMANY BAS;2;50,57;44;Maison
13882;34324;36;CAMI;FOUNJUT;4;30,33;31;Maison
13883;35012;1;RES;DE LA GUEDELAIS;4;72,6;73;Appartement
13884;35055;26;AV;DE BRETAGNE;3;73,57;72;Appartement
13885;35095;8;RUE;DES PONTS;3;62,51;74;Appartement
13886;38185;22;RUE;SAINT FERJUS;2;35,35;35;Appartement
13887;38185;13;CRS;JEAN JAURES;3;92,31;89;Appartement
13888;38185;20;RUE;JOSEPH REY;2;51,74;52;Appartement
13889;38229;4;ALL;DE LA ROSERAIE;2;95,53;98;Appartement
13890;38239;13;RUE;AUGUSTE SONNIER;1;35,54;40;Appartement
13891;38553;290;RUE;JEAN PAUL SARTRE;2;35,55;35;Appartement
13892;39362;6;PL;DES SALINES;2;28,08;55;Appartement
13893;40209;420;CHE;DE PIRON;5;95,06;93;Appartement
13894;41047;2;RUE;DES MERISIERS;2;42,6;43;Appartement
13895;41295;7;RUE;DES ECOLES;2;31,85;30;Appartement
13896;42147;8;RUE;NOTRE DAME;1;24,49;24;Appartement
13897;44020;34;RUE;DE BELLEVUE;2;34;34;Appartement
13898;44049;1;QUAI;DU MAIL DE BROC (RD245);2;68,63;51;Appartement
13899;44109;1;RUE;FULTON;3;66,15;67;Appartement
13900;44169;3;VEN;DE L'ERIDAN;2;45,43;42;Appartement
13901;44184;52;ALL;DES ALBATROS;1;12,97;14;Appartement
13902;47323;28;RUE;LAKANAL;1;25,15;28;Appartement
13903;49007;7;RUE;MENAGE;2;53,53;49;Appartement
13904;49007;5;RUE;MONTESQUIEU;4;56,81;70;Appartement
13905;49355;25;RUE;DES MAUGES;2;56,43;63;Maison
13906;50394;18;PL;DU GENERAL LECLERC;2;50,02;54;Appartement
13907;51108;4;RUE;CARNOT;1;35,1;39;Appartement
13908;51454;9;RUE;DES BONS MALADES;2;51,62;51;Appartement
13909;54395;447;AV;DE LA LIBERATION;4;113,73;115;Appartement
13910;54578;335;AV;ANDRE MALRAUX;3;57,17;60;Appartement
13911;56178;2;RUE;JULIEN GRACQ;3;71,7;71;Appartement
13912;59328;2;RUE;VAILLANT;4;84,4;86;Appartement
13913;59350;141;RUE;FAIDHERBE HELLEMMES;2;28,3;29;Appartement
13914;59350;52;RUE;ESQUERMOISE;3;64,59;72;Appartement
13915;59360;9001;RUE;DE LA DISTILLERIE;2;41,04;41;Appartement
13916;59421;99;RUE;DE LILLE;4;89,01;82;Appartement
13917;59512;27;AV;DES NATIONS UNIES;4;78,61;78;Appartement
13918;59636;68;RUE;DU GENERAL LECLERC;2;39,2;38;Appartement
13919;59648;8;RUE;BOILEAU;2;42;42;Appartement
13920;60139;61;RUE;DE LA CHEVALERIE;4;83,07;86;Appartement
13921;60141;36;RUE;DU CONNETABLE;2;49,28;48;Appartement
13922;60282;1;VOIE;DE LA GRANDE SERPENTINE;1;33,38;35;Appartement
13923;63300;27;FG;DE LA BADE;3;69,1;70;Appartement
13924;64102;56;RUE;MAUBEC;4;87,19;85;Appartement
13925;65138;14;RUE;DE LA RAILLERE;3;65,46;80;Appartement
13926;65384;5016;;LE VILLAGE;4;89,25;89;Appartement
13927;65388;5411;;LE PLA D ADET;1;32,18;32;Appartement
13928;66136;70;AV;MARCELIN ALBERT;3;70,3;70;Appartement
13929;69003;40;AV;GABRIEL PERI;3;74,18;81;Appartement
13930;69112;26;CHE;DE LA MADONE;4;84,9;84;Appartement
13931;69244;33;AV;MATHIEU MISERY;4;94,78;94;Appartement
13932;69264;154;RUE;RONCEVAUX;4;89,24;89;Appartement
13933;69266;35;CRS;EMILE ZOLA;3;74,69;76;Appartement
13934;69275;1;AV;PASTEUR;3;59,31;59;Appartement
13935;69277;21;RUE;DU CHATEAU D EAU;6;143,84;140;Maison
13936;69386;134;RUE;DE SEZE;3;85,14;81;Appartement
13937;69389;20;QUAI;JAYR;2;56,23;54;Appartement
13938;69389;38;QUAI;JAYR;6;147,24;149;Appartement
13939;70550;1;RUE;DES URSULINES;3;65,99;64;Appartement
13940;75102;3;RUE;BACHAUMONT;2;37,03;44;Appartement
13941;75103;65;RUE;DES GRAVILLIERS;2;49,65;51;Appartement
13942;75104;46;RUE;SAINT ANTOINE;2;36,4;35;Appartement
13943;75104;46;QUAI;HENRI IV;5;98,71;93;Appartement
13944;75105;139;BD;SAINT MICHEL;4;83,83;75;Appartement
13945;75106;18;RUE;DAUPHINE;2;39,28;38;Appartement
13946;75106;9;RUE;DE CONDE;1;32,01;39;Appartement
13947;75107;4;RUE;DE VARENNE;1;18,54;20;Appartement
13948;75108;70;RUE;DU FAUBOURG SAINT HONORE;5;143,64;150;Appartement
13949;75109;8;RUE;MILTON;3;179,02;69;Appartement
13950;75109;64;RUE;RODIER;3;52,35;55;Appartement
13951;75110;11;RUE;DES RECOLLETS;1;22,02;22;Appartement
13952;75110;133;RUE;DU FBG DU TEMPLE;3;59,23;58;Appartement
13953;75111;83;RUE;JEAN PIERRE TIMBAUD;2;25,88;28;Appartement
13954;75111;99;AV;DE LA REPUBLIQUE;2;65,09;64;Appartement
13955;75111;8;RUE;DU GENERAL RENAULT;4;104,67;100;Appartement
13956;75111;2;PAS;THIERE;2;67,15;68;Appartement
13957;75112;38;BD;DE PICPUS;1;38,65;39;Appartement
13958;75114;34;RUE;SAINT YVES;1;18,71;22;Appartement
13959;75114;14;RUE;DIDOT;1;17,2;16;Appartement
13960;75114;10;IMP;FLORIMONT;1;23,94;20;Appartement
13961;75115;14;;VIL DU MONT TONNERRE;1;21,3;14;Appartement
13962;75115;8;RUE;MIOLLIS;1;17,18;18;Appartement
13963;75115;15;RUE;ROBERT DE FLERS;3;64,57;73;Appartement
13964;75115;60;RUE;EMERIAU;1;24,82;25;Appartement
13965;75115;108;RUE;DE LOURMEL;2;46,73;46;Appartement
13966;75116;112;QUAI;LOUIS BLERIOT;4;92,48;92;Appartement
13967;75117;12;RUE;BREMONTIER;4;83,41;82;Appartement
13968;75117;10;RUE;THEODORE DE BANVILLE;2;23,42;22;Appartement
13969;75117;154;AV;DE WAGRAM;1;16,8;22;Appartement
13970;75117;103;RUE;LEMERCIER;3;46,25;43;Appartement
13971;75117;116;RUE;DES MOINES;2;25,22;24;Appartement
13972;75118;39;RUE;GANNERON;2;39,2;40;Appartement
13973;75118;2;RUE;MYRHA;1;14,42;10;Appartement
13974;75119;62;RUE;D HAUTPOUL;2;28,85;30;Appartement
13975;75120;27;RUE;DE LA CHINE;2;45,1;45;Appartement
13976;75120;7;RUE;STENDHAL;2;45,16;49;Appartement
13977;75120;47;RUE;DES PYRENEES;3;56,74;55;Appartement
13978;76217;70;RUE;DE LA REPUBLIQUE;4;114,3;96;Appartement
13979;76540;13;RUE;ALBERT SOREL;2;50,37;50;Appartement
13980;76552;4;RUE;ALBERT DUBOSC;4;79,01;79;Appartement
13981;76575;9001;RES;MIRABEAU TOUR 3;4;74,82;80;Appartement
13982;76711;9001;ESP;DU GAL LECLERC;3;53,21;58;Appartement
13983;77014;6;AV;DES MARRONNIERS;3;58,95;58;Appartement
13984;77058;29;AV;DU GENERAL DE GAULLE;3;59,63;60;Appartement
13985;77083;5;CHE;ARMAND LANOUX;4;105,21;103;Maison
13986;77288;3;RUE;BONTEMPS;1;19,57;18;Appartement
13987;77372;81;RUE;DU GENERAL LECLERC;3;57,07;52;Appartement
13988;77382;26;RUE;DE MAREUIL;4;93,3;90;Maison
13989;77449;1;RUE;DE MAGELLAN;3;70,89;70;Appartement
13990;77464;9;RUE;DE CHAALIS;2;40,41;40;Appartement
13991;78005;5;RUE;DES CHAMPS;2;38,55;37;Appartement
13992;78073;5;RUE;CLAUDE DEBUSSY;4;66;66;Appartement
13993;78158;63;RUE;DE VERSAILLES;3;31,65;32;Appartement
13994;78172;1;ALL;DE JADE;1;84,12;86;Maison
13995;78190;7;ALL;DES CAPUCINES;3;107,73;65;Maison
13996;78208;3;RES;LES COUDRAYS;3;70,32;71;Appartement
13997;78208;6;VLA;EMMANUEL FREMIET;3;88,88;88;Appartement
13998;78314;2;RUE;DU PONT;3;50,55;53;Appartement
13999;78327;13;RUE;DU COMMERCE;4;67,73;76;Maison
14000;78382;6;CLOS;DU ROY;2;57,45;60;Appartement
14001;78490;17;RUE;MICHEL ANGE;2;85,33;89;Maison
14002;78502;2;RUE;DE LA FONTAINE ST MARTIN;4;87;83;Appartement
14003;78517;7;SQ;DE LA PROVIDENCE;3;72,43;73;Appartement
14004;78586;4;CHE;ANDRE DERAIN;2;55,01;55;Appartement
14005;80001;35;RLE;DU BEFFROI;2;42,2;55;Appartement
14006;82121;42;RUE;DE LA RESISTANCE;1;30,9;30;Appartement
14007;82190;4;RUE;JOLIOT CURIE;3;77,09;60;Appartement
14008;83009;1065;BD;DE L ESCOURCHE;2;28,99;29;Appartement
14009;83016;2;IMP;DES ESPARADOUS;2;35,87;35;Appartement
14010;83016;9500;ESP;CHARLES DE GAULLE;1;56,8;36;Appartement
14011;83069;25;ALL;MARIE DES LIONS;3;73,59;76;Appartement
14012;83069;956;AV;JEAN MOULIN;1;31,14;30;Appartement
14013;83070;9001;RES;LE GRAND LARGE;3;52,34;56;Appartement
14014;83090;1;RUE;DE LA TOUR;1;30,3;30;Appartement
14015;83126;1416;AV;HENRI GUILLAUME;2;23,25;25;Appartement
14016;83129;179;AV;PRESIDENT JOHN KENNEDY;1;36,29;32;Appartement
14017;83137;53;RUE;ROMAIN;4;77,22;76;Appartement
14018;83137;14;RUE;DU ROMULUS;3;54,33;54;Appartement
14019;84007;20;RUE;BONNETERIE;2;32,49;37;Appartement
14020;84141;358;CHE;DE LA PELADO;4;125,92;95;Maison
14021;85226;9001;RES;GD VOILIER 1 MERLIN MARINE;1;25,62;25;Appartement
14022;85288;9156;RES;ST LAURENT;2;26,91;28;Appartement
14023;86157;28;RUE;DES FOUGERES;3;63,3;63;Appartement
14024;91105;18;RUE;DE LA BOISSIERE;4;76,6;77;Maison
14025;91174;39;RUE;DE LA DAUPHINE;1;34,11;34;Appartement
14026;91191;38;RUE;ALBERT THOMAS;4;88,38;83;Appartement
14027;91200;25;RUE;ST PIERRE;1;74,57;16;Appartement
14028;91477;7;RUE;CYPRIEN MURET;2;56,61;55;Appartement
14029;91645;1;SQ;DES PAULOWNIAS;5;99,93;101;Appartement
14030;91661;9;RUE;DE LA RES LA HAIE DU PONT;4;77,14;75;Appartement
14031;91689;3;RUE;DJANGO REINHARDT;2;42,67;43;Appartement
14032;91692;4;RUE;DES MILLEPERTUIS;4;69,7;70;Appartement
14033;92020;18;AV;DE LA DIVISION LECLERC;1;26,8;27;Appartement
14034;92023;23;AV;VICTOR HUGO;3;38,71;35;Appartement
14035;92035;26;RUE;LEON MAURICE NORDMANN;3;80,92;79;Appartement
14036;92046;23;RUE;SALVADOR ALLENDE;1;23,11;23;Appartement
14037;92049;53;AV;PIERRE BROSSOLETTE;3;69,19;69;Appartement
14038;92049;23;RUE;VICTOR HUGO;1;30,5;31;Appartement
14039;92049;18;RUE;MARIE DEBOS;4;117,22;63;Appartement
14040;92049;24;RUE;BOILEAU;3;67,66;67;Appartement
14041;92050;7;RUE;MARCELIN BERTHELOT;2;45,74;47;Appartement
14042;92051;23;BD;D ARGENSON;6;127,65;129;Appartement
14043;92051;23;BD;D ARGENSON;4;95,16;75;Appartement
14044;92051;29;RUE;DE VILLIERS;1;25,52;28;Appartement
14045;92060;42;RUE;DU MOULIN FIDEL;5;97,15;100;Appartement
14046;92062;14;RUE;PAUL LAFARGUE;2;64,9;59;Appartement
14047;92063;3;RUE;RAYMOND QUENEAU;1;31,95;32;Appartement
14048;92063;44;RUE;PEREIRE;2;49;49;Appartement
14049;93001;17;RUE;DE LA NOUVELLE FRANCE;1;17;18;Appartement
14050;93001;29;RUE;FERRAGUS;3;45,03;44;Appartement
14051;93046;50;AV;DU MAL LECLERC;3;52,72;53;Appartement
14052;93048;13;RUE;DE LA RENARDIERE;5;63,57;46;Maison
14053;93051;2;PL;DES FEDERES;5;114,17;114;Appartement
14054;93064;31;AV;DU GEN DE GAULLE;1;26,5;26;Appartement
14055;93066;5;RUE;FERDINAND GAMBON;3;62,78;56;Appartement
14056;93066;69;RUE;DU LANDY;3;50,29;49;Appartement
14057;93066;12;RUE;BERNE;1;14,91;17;Appartement
14058;93070;47;RUE;GAMBETTA;2;29,86;29;Appartement
