Id_bien;Code_dep_code_commune;No_voie;Type_de_voie;Voie;Total_piece;Surface_carrez;Surface_local;Type_local
2435;74164;71;IMP;DES MERISES;2;40,53;49;Appartement
2436;74205;895;RTE;DE CHATEAUBLANC;2;29,04;29;Appartement
2437;74288;56;RUE;DES FRAMBOISIERS;2;51,75;51;Appartement
2438;75101;97;RUE;SAINT HONORE;1;24,89;27;Appartement
2439;75102;13;RUE;SAINT SAUVEUR;1;9,18;11;Appartement
2440;75103;13;BD;DU TEMPLE;2;55,69;72;Appartement
2441;75103;11;RUE;ELZEVIR;4;93,52;90;Appartement
2442;75103;83;RUE;VIEILLE DU TEMPLE;2;40,44;35;Appartement
2443;75103;23;RUE;DES GRAVILLIERS;2;38,04;39;Appartement
2444;75104;38;RUE;SAINT PAUL;1;14,78;15;Appartement
2445;75106;56;RUE;DE RENNES;5;101,99;107;Appartement
2446;75108;21;RUE;DE MOSCOU;3;48,2;61;Appartement
2447;75109;40;RUE;RODIER;1;23,53;22;Appartement
2448;75110;7;RUE;ST VINCENT DE PAUL;3;43,61;49;Appartement
2449;75110;42;RUE;LUCIEN SAMPAIX;2;36,57;38;Appartement
2450;75111;14;RUE;DE BELFORT;1;17,09;17;Appartement
2451;75112;65;BD;PONIATOWSKI;3;68,19;68;Appartement
2452;75112;5;RUE;ELISA LEMONNIER;2;33,68;35;Appartement
2453;75112;191;AV;DAUMESNIL;3;41,34;39;Appartement
2454;75113;66;BD;AUGUSTE BLANQUI;4;86,78;80;Appartement
2455;75114;62;RUE;DE LA TOMBE ISSOIRE;2;26,3;26;Appartement
2456;75114;44;AV;DU GENERAL LECLERC;2;49,53;61;Appartement
2457;75115;90;RUE;DE L ABBE GROULT;2;39,04;37;Appartement
2458;75115;57;RUE;FONDARY;1;18,01;22;Appartement
2459;75115;26;RUE;DE LA CONVENTION;2;26,27;26;Appartement
2460;75116;61;RUE;D AUTEUIL;1;15,9;16;Appartement
2461;75116;65;RUE;JEAN DE LA FONTAINE;2;74,02;64;Appartement
2462;75116;26;AV;PERRICHONT;5;104,21;105;Appartement
2463;75116;6;AV;THEOPHILE GAUTIER;4;61,17;60;Appartement
2464;75116;2;RUE;DES MARRONNIERS;6;179,77;170;Appartement
2465;75117;138;RUE;DE COURCELLES;6;187,93;200;Appartement
2466;75117;12;RUE;CLAIRAUT;2;43,12;44;Appartement
2467;75118;89;RUE;BELLIARD;1;38,91;40;Appartement
2468;75118;8;RUE;JEAN ROBERT;1;19,39;15;Appartement
2469;75118;12;RUE;MARX DORMOY;3;53,26;48;Appartement
2470;75119;97;RUE;DE BELLEVILLE;3;67,43;70;Appartement
2471;75119;10;RUE;MELINGUE;1;8,37;10;Appartement
2472;75120;29;RUE;HAXO;2;57,79;58;Appartement
2473;75120;226;RUE;DES PYRENEES;2;28,2;25;Appartement
2474;76057;33;RUE;LOUIS LESEIGNEUR;1;16,27;35;Appartement
2475;76217;38;RUE;GUERRIER;1;17,67;19;Appartement
2476;76351;26;RUE;D ALGER;2;45,49;44;Appartement
2477;76351;24;RUE;JULES LECESNE;2;44,81;44;Appartement
2478;77058;40;AV;DU GENERAL DE GAULLE;2;36,68;37;Appartement
2479;77067;1;SQ;DE LA GRIVE;5;88,76;88;Maison
2480;77122;11;AV;DE LA REPUBLIQUE;3;58,57;58;Appartement
2481;77131;7;RUE;BERTRAND FLORNOY;2;30,37;29;Appartement
2482;77215;6;RUE;THIERS;2;55,57;55;Appartement
2483;77288;15;AV;ARMAND DE LA ROCHETTE;1;26,89;26;Appartement
2484;77316;5;RUE;DE L EGLISE MORET;3;65;65;Appartement
2485;77337;24;CRS;DU BUISSON;3;67,56;64;Appartement
2486;77350;9;AV;DU GENERAL LECLERC;1;36,28;36;Appartement
2487;77389;19;AV;JEAN FRANCOIS MILLET;4;63,29;64;Appartement
2488;77407;175;AV;DE LA GARE;2;34,79;38;Appartement
2489;77407;821;RUE;ALFRED DARROUX;5;105,09;105;Appartement
2490;77483;46;RUE;NEUVE;2;52,25;75;Appartement
2491;77514;36;BD;DES ALLIES;2;44,89;44;Appartement
2492;78015;44;RUE;DU GEN LECLERC;2;42,35;40;Appartement
2493;78073;1;RUE;JACQUES TATI;2;32,3;32;Appartement
2494;78146;22;RUE;LABELONYE;3;60,68;60;Appartement
2495;78172;10;RES;DU CHEMIN VERT;2;53,03;48;Appartement
2496;78208;25;VC;LES NOUVEAUX HORIZONS;2;46,19;47;Appartement
2497;78208;3;IMP;RAOUL DUFY;2;39,45;39;Appartement
2498;78356;2;SQ;DES BRUYERES;2;49,66;47;Appartement
2499;78358;3;RUE;MASSON;2;64,78;70;Appartement
2500;78358;15;AV;CREBILLON;2;49,58;49;Appartement
2501;78502;16;RUE;DE PARIS;3;68,6;68;Appartement
2502;78545;2;AV;GENEVIEVE DE GALARD;3;68,39;67;Appartement
2503;78551;2;AV;CARNOT;3;84,76;77;Appartement
2504;80021;10;RUE;POINTIN;1;24,8;25;Appartement
2505;80333;9007;;PLAINE DU ROYON;3;43,27;44;Appartement
2506;82121;2;RUE;DES FRERES PONCELET;2;35,45;35;Appartement
2507;82121;56;BD;GUSTAVE GARRISSON;1;23,35;24;Appartement
2508;82121;980;CHE;DE LONG;2;40,39;40;Appartement
2509;82161;;RUE;DES ECUREUILS;2;45,82;46;Appartement
2510;83050;11;RUE;VIEILLE HALLE;2;23,89;24;Appartement
2511;83062;;;L OLIVINE;2;23,15;25;Appartement
2512;83123;76;RUE;ROBERT SCHUMANN;2;33,49;33;Appartement
2513;83126;85;RUE;JEAN MACE;3;58,03;57;Appartement
2514;83126;325;CHE;FERNAND BONIFAY;4;83,66;80;Appartement
2515;83129;706;AV;DU VERGER;2;76,75;73;Maison
2516;83144;6;RUE;DANTON;1;25,45;27;Appartement
2517;84003;9;RUE;DES ANC PRISONS;1;33;42;Appartement
2518;85092;1;RUE;DE GUINEFOLLE;5;83,17;86;Appartement
2519;85146;8;RUE;CHAUVINIERE;1;53,89;63;Appartement
2520;85163;7;RUE;DE LA POINTE;1;24,24;32;Appartement
2521;85163;6;RUE;DE LA LINIERE;1;22,37;22;Appartement
2522;87085;4;RUE;DU GENERAL CEREZ;1;27,31;39;Appartement
2523;88177;1;CHE;DE L ANCENSEMENT;5;80,71;77;Appartement
2524;88209;50;RUE;DE LORRAINE;3;75;78;Appartement
2525;90010;70;FG;DE MONTBELIARD;2;62,78;66;Appartement
2526;91103;20;AV;CLAUDE LEVI-STRAUSS;3;62,5;62;Appartement
2527;91114;14;RUE;DES VALLEES;3;75,07;74;Appartement
2528;91156;7;RUE;DU PONCEAU;2;47,33;50;Appartement
2529;91179;20;RUE;DES GRES;2;13,35;40;Appartement
2530;91345;17;RUE;DE LA PEUPLERAIE;5;86,05;85;Appartement
2531;91386;16;AV;DARBLAY;4;80,2;81;Appartement
2532;91471;99;RUE;DE PARIS;4;89,2;89;Appartement
2533;91477;137;RUE;DE PARIS;2;40,38;30;Appartement
2534;91553;1;RUE;DE ROCHEFORT;2;36,19;30;Appartement
2535;91691;47;RUE;DE CONCY;3;68,04;65;Appartement
2536;92002;110;AV;ARMAND GUILLEBAUD;2;48,96;49;Appartement
2537;92004;63;RUE;PIERRE JOIGNEAUX;1;32,12;32;Appartement
2538;92004;10;PAS;LORNE;2;26,78;28;Appartement
2539;92007;10;RUE;DE LA MAIRIE;1;19,5;35;Appartement
2540;92012;115;RTE;DE LA REINE;2;38,73;36;Appartement
2541;92012;59;AV;VICTOR HUGO;1;35,68;36;Appartement
2542;92012;40;RUE;DE MEUDON;2;41,86;41;Appartement
2543;92012;50;BD;DE LA REPUBLIQUE;6;214,83;193;Appartement
2544;92012;6;RUE;DE LA ROCHEFOUCAULD;2;27,27;37;Appartement
2545;92026;36;BD;DE VERDUN;3;56,45;55;Appartement
2546;92032;7;RUE;DES BENARDS;3;51,45;51;Appartement
2547;92035;6;RUE;DE SOTTEVILLE;3;63,8;64;Appartement
2548;92040;11;AV;BOURGAIN;2;43,02;43;Appartement
2549;92040;99;AV;DE VERDUN;2;25,73;32;Appartement
2550;92049;27;RUE;LOUIS ROLLAND;3;53,6;50;Appartement
2551;92049;8;RUE;RADIGUEY;1;20,52;20;Appartement
2552;92062;19;RUE;LAVOISIER;3;67,55;67;Appartement
2553;92062;31;RUE;AUGUSTE BLANCHE;2;34,47;34;Appartement
2554;92063;4;RUE;MARCEL PAGNOL;3;74,8;70;Appartement
2555;92072;8;RUE;FOURY;3;87,39;87;Appartement
2556;92072;34;RUE;DE LA MONESSE;6;132,22;140;Maison
2557;92075;12;RUE;ERNEST LAVAL;2;33,09;32;Appartement
2558;92075;62;RUE;RAYMOND MARCHERON;3;57,11;60;Appartement
2559;93010;16;RUE;ALEXANDRA DAVID NEEL;4;77,11;77;Appartement
2560;93029;22;BD;SAINT SIMON;2;32,75;52;Appartement
2561;93032;3;SQ;XAVIER MONTENY;4;72,92;71;Appartement
2562;93048;12;RUE;COLBERT;1;16,72;17;Appartement
2563;93048;3;RUE;DU BEL AIR;2;46,36;45;Appartement
2564;93048;1;PL;LUCY PARSONS;2;41,02;40;Appartement
2565;93055;40;RUE;DES POMMIERS;2;43,1;43;Appartement
2566;93055;9;RUE;DENIS PAPIN;3;46,01;45;Appartement
2567;93064;3;RUE;DU DOC SEYER;1;29,25;31;Appartement
2568;94001;16;RUE;DU GAL DE GAULLE;3;100;50;Appartement
2569;94016;3;VLA;CARNOT;2;24,08;20;Maison
2570;94017;7;RUE;ROBESPIERRE;1;22,21;24;Appartement
2571;94028;3;RUE;CLAUDE MONET;2;53,6;50;Appartement
2572;94033;5;RUE;MIRABEAU;3;64,06;63;Appartement
2573;94041;32;RUE;BARBES;3;50,54;49;Appartement
2574;94052;4;AV;DES MARRONNIERS;5;111,53;111;Appartement
2575;94058;21;QUAI;DE CHAMPAGNE;1;12,79;13;Appartement
2576;94058;46;RUE;D AVRON;3;69,5;69;Appartement
2577;94068;5;RUE;GEORGE SAND;2;18,61;21;Appartement
2578;94075;63;RUE;DU LIEUTENANT DAGORNO;1;20,34;16;Appartement
2579;94076;61;RUE;HENRI BARBUSSE;2;35,3;36;Appartement
2580;94078;30;AV;CARNOT;2;32,06;31;Appartement
2581;94078;41;AV;DE CHOISY;2;45,28;23;Maison
2582;95019;26;RUE;ANTOINE DEMUSOIS;5;120,55;120;Maison
2583;95210;3;RUE;DE LA BARRE;4;54,2;65;Appartement
2584;95256;10;GR;GRANDE RUE;3;69,11;67;Appartement
2585;95268;5;RUE;PIERRE BROSSOLETTE;3;69,4;68;Appartement
2586;95306;5;MAIL;JEAN BAPTISTE POQUELIN;3;59,4;61;Appartement
2587;95424;6;ALL;FANTIN LATOUR;4;102,1;110;Maison
2588;95585;58;BD;DU GENERAL DE GAULLE;3;58,72;64;Appartement
2589;1354;226;ALL;DES CAPUCINES;5;117;117;Maison
2590;4102;7037;;LE VILLAGE;2;26,6;27;Appartement
2591;6004;60;BD;DU VAL CLARET;2;47,08;47;Appartement
2592;6012;6;AV;DU GENERAL DE GAULLE;1;27,31;28;Appartement
2593;6027;2;AV;GENERAL LECLERC;2;31,16;31;Appartement
2594;6029;11;RUE;RICORD LATY;1;23,32;26;Appartement
2595;6048;436;RTE;DE BERRE;6;116,57;103;Maison
2596;6084;55;TRA;DES BRUNETTES;5;172,57;141;Maison
2597;6088;57;BD;DU MONT BORON;3;93,6;95;Appartement
2598;6088;84;RUE;DU MARECHAL JOFFRE;2;79,48;76;Appartement
2599;6088;18;RUE;FONCET;4;114,78;111;Appartement
2600;6088;65;AV;GEORGE  5;1;30,76;22;Appartement
2601;6088;29;AV;DES BAUMETTES;4;99,18;109;Appartement
2602;6088;12;RUE;LOUIS BLERIOT;3;67,08;67;Appartement
2603;6104;30;AV;DE FRANCE;3;25,8;34;Appartement
2604;6157;22;AV;HENRI ISNARD;1;29,03;26;Appartement
2605;6161;90;BD;ERIC TABARLY;1;27,4;30;Appartement
2606;8409;9;RUE;12E REGIMENT DE CHASSEURS;2;48,98;48;Appartement
2607;10387;5;PL;PROFESSEUR LANGEVIN;3;110;110;Appartement
2608;11145;50;RES;VILLAS DE LA MEDITERRANEE;3;34,77;34;Maison
2609;11170;3;RES;LA VOILE D'OC;2;22,01;27;Appartement
2610;11202;43;RES;LE CRES D L GINESTELLE;4;51,09;61;Maison
2611;11262;9;AV;MAL DE LATTRE DE TASSIGNY;3;65,15;65;Appartement
2612;13005;;ALL;DES VERRIERS;3;66,44;66;Appartement
2613;13028;131;CHE;DE VIREBELLE;4;77,37;73;Appartement
2614;13028;988;AV;CITHARISTA;4;126,78;123;Maison
2615;13201;48;RUE;BERNARD DU BOIS;1;25,77;40;Appartement
2616;13201;57;RUE;FLEGIER;1;35,41;35;Appartement
2617;13201;9;RUE;GUY FABRE;2;45,1;45;Appartement
2618;13204;89;BD;LOUIS BOTINELLY;3;65,71;65;Appartement
2619;13208;23;BD;BAPTISTIN CAYOL;1;35,55;36;Appartement
2620;13208;40;BD;EDOUARD HERRIOT;3;72,54;72;Appartement
2621;13209;58;CHE;DU VAL DES BOIS;1;32,44;33;Appartement
2622;13215;5001;RES;MARITIME;3;52,91;53;Appartement
2623;13216;21;RUE;DE VARSOVIE;2;43,28;44;Appartement
2624;14333;74;RUE;HAUTE;1;20,92;24;Appartement
2625;14514;15;RUE;BREBAN;1;17,79;17;Appartement
2626;22179;7;RUE;DE LA PLAGE;2;44,1;46;Appartement
2627;22339;23;RUE;DE LA GRANDE COCAGNE;3;69,03;71;Maison
2628;25056;12;RUE;DU MARECHAL LYAUTEY;2;57,19;60;Appartement
2629;25056;20;RUE;DE VITTEL;4;105,03;104;Appartement
2630;26064;2;AV;DE VALENCE;3;111,39;88;Appartement
2631;26362;38;RUE;DE L ARMEE BELGE;2;31,67;32;Appartement
2632;27230;12;RUE;PASTEUR;4;89;89;Appartement
2633;29019;14;RUE;ERNEST RENAN;3;57,2;57;Appartement
2634;29019;3;RUE;FAUTRAS;4;73,51;75;Appartement
2635;2A228;;;VALLE DI VIGNOLA;1;54,22;20;Appartement
2636;2A249;5000;;VIGNA MAJO;3;73,05;74;Appartement
2637;30007;145;QUAI;DE BILINA;2;39,28;39;Appartement
2638;30169;5;RTE;DE NIMES;4;90,59;74;Appartement
2639;31555;15;BD;MONPLAISIR;3;68,87;64;Appartement
2640;31555;3;ALL;FORAIN F VERDIER;5;118,19;115;Appartement
2641;33009;14;ALL;DOC FERNAND LALESQUE;1;13,98;13;Appartement
2642;33039;17;RUE;DU JARDIN DES HORTENSIAS;2;37,93;36;Appartement
2643;33063;7;RUE;DU PORTAIL;3;87;65;Appartement
2644;33063;16;RUE;DE LA MISERICORDE;2;35,29;36;Appartement
2645;33063;259;CRS;DU MARECHAL GALLIENI;4;95,59;92;Appartement
2646;33063;259;CRS;DU MARECHAL GALLIENI;5;103,1;103;Appartement
2647;33119;29;RUE;GASTON DEFERRE;2;41,12;41;Appartement
2648;33214;6;BD;DE LA PLAGE;1;26,64;26;Appartement
2649;33236;106;AV;DE LA VIGNE CAP FERRET;4;86,92;89;Maison
2650;33281;9005;AV;DE BOURRANVILLE;3;71,57;71;Appartement
2651;33449;45;RUE;JEAN JAURES;1;32,08;32;Appartement
2652;33514;41;RUE;TROUCHE;2;56,32;57;Appartement
2653;33550;29;IMP;CHARLES DE GAULLE;4;89,81;89;Maison
2654;34003;4;RUE;DES CHANDELLES;2;23,06;23;Appartement
2655;34145;426;RUE;DU BOUZANQUET;4;79,41;78;Appartement
2656;34199;6;IMP;SIMON DUCROS;1;72,76;82;Appartement
2657;34301;9077;CITE;DU CHATEAU VERT;3;52,87;50;Appartement
2658;34301;12;ALL;DE LA GOELETTE;2;31,26;31;Appartement
2659;34333;21;CHEM;DE LA SOURCE;2;29,5;23;Maison
2660;35093;2;IMP;PAUL CARON;1;25,83;26;Appartement
2661;35238;11;SQ;DES HAUTES OURMES;4;83,56;84;Appartement
2662;35238;2;AV;D IRLANDE;1;22,83;23;Appartement
2663;37208;71;RUE;DE GRAND COUR;4;86,29;86;Appartement
2664;37208;16;RUE;DES SABLES;3;58,77;54;Appartement
2665;37214;16;RUE;HENRI LEBRUN;1;30,66;30;Appartement
2666;37261;16;RUE;CHARLES GILLE;2;40,27;60;Appartement
2667;37261;27;ALL;LAURENCE BERLUCHON;4;78,61;71;Appartement
2668;37261;23;BD;PREUILLY;6;56,04;126;Appartement
2669;37261;165;RUE;ROGER SALENGRO;1;28,75;29;Appartement
2670;38185;7;PL;GRENETTE;1;35,67;30;Appartement
2671;38185;19;RUE;TURENNE;2;60,46;57;Appartement
2672;38185;2;RUE;GALLICE;2;66,89;65;Appartement
2673;38185;4;RUE;AMEDEE MOREL;1;21,83;23;Appartement
2674;38191;563;RUE;93 EME RAM;1;25;25;Appartement
2675;38337;283;CHE;DES VIGNES;3;67,7;68;Appartement
2676;38548;5815;;AUX GLOVETTES;1;26,45;27;Appartement
2677;40046;116;;PAS DE LES AMNES;4;81,7;82;Maison
2678;40046;372;RUE;DES SABLES;2;45,27;48;Appartement
2679;40088;26;RUE;NEUVE;1;36,96;24;Appartement
2680;40157;524;AV;DU BORN;3;41,67;40;Appartement
2681;40192;2;RUE;PARMENTIER;3;38,55;42;Appartement
2682;40261;74;CHE;DE LOUSTALOT;4;88,8;98;Maison
2683;40266;1003;AV;DE L OCEAN;2;50,7;39;Appartement
2684;40281;141;RUE;MARIE CURIE;2;43,61;44;Appartement
2685;40287;52;RUE;DES MOUSSERONS;2;41,41;42;Appartement
2686;40328;40;RES;MER ET GOLF-LE BOUCANIER;1;21,39;21;Appartement
2687;42005;9004;RUE;MOLIERE;3;70,05;66;Appartement
2688;42184;85;ALL;DES SAPINS;2;42,37;41;Appartement
2689;42218;78;RUE;DESIRE CLAUDE;3;97,36;100;Appartement
2690;42218;2;RUE;DE LA SABLIERE;4;66,63;75;Appartement
2691;44015;40;RTE;DE NANTES;1;30,95;32;Appartement
2692;44143;22;RUE;DES CHAMPS RENAUDINS;1;33,5;31;Maison
2693;44190;3;RUE;DE POLYMNIE;3;64,13;63;Appartement
2694;44211;5;RUE;DU MARECHAL LECLERC;1;36,59;25;Appartement
2695;45232;120;RUE;DES POILUS;2;50,39;47;Appartement
2696;45234;29;FG;SAINT VINCENT;2;32,59;35;Appartement
2697;45285;36;RUE;ESPADON;4;82,43;84;Maison
2698;50147;5;RUE;DES VIKINGS;2;30,14;30;Appartement
2699;51210;10;RUE;HONORE DE BALZAC;4;77,63;78;Appartement
2700;54323;3;RUE;ALBERT LEBRUN;2;42,95;43;Appartement
2701;54395;27;RUE;DU HAUT BOURGEOIS;3;74,33;74;Appartement
2702;54482;9001;RUE;DOCTEUR ROUX AULNES;4;61,43;62;Appartement
2703;54547;2;SQ;D HEIDELBERG;3;63,36;63;Appartement
2704;56007;3;CHE;DU PONT NEUF;3;77,76;79;Appartement
2705;56034;8369;CHE;DE LA GARENNE;2;27,71;27;Appartement
2706;56162;2;RUE;DU STOLE;3;59,8;60;Appartement
2707;58134;2;RUE;DE LA TURLURETTE;4;79,49;92;Appartement
2708;58194;51;RUE;CLAUDE PARENT;4;84,68;94;Appartement
2709;59009;21;CHS;HOTEL DE VILLE;4;75,93;76;Appartement
2710;59368;34;ALL;VAUBAN;2;45,99;46;Appartement
2711;59462;9;RES;LES JARDINS DE L'ABBAYE;3;67,79;67;Appartement
2712;60159;2;RUE;LE FERON;1;24,31;25;Appartement
2713;60395;68;RUE;MARTYRS RESISTANCE;1;17,86;30;Appartement
2714;60414;84;RUE;VICTOR HUGO;4;78,15;85;Appartement
2715;60463;7;RUE;DU DR SCHWEITZER;2;52,91;48;Appartement
2716;62014;65;RUE;D ARRAS;3;50,54;67;Appartement
2717;62758;179;RTE;DE SAINT OMER;4;92,24;97;Appartement
2718;63300;35;RUE;DE L HOTEL DE VILLE;3;67,24;60;Appartement
2719;64122;5;AV;GENERAL MAC CROSKEY;2;68,03;51;Appartement
2720;64483;24;AV;DE CHANTACO;5;107,2;112;Appartement
2721;69004;187;RUE;DE L EGLISE;3;63,06;64;Appartement
2722;69034;11;RUE;MARTIN BASSE;2;44,88;43;Appartement
2723;69034;26;CHE;DE CREPIEUX;1;29,74;29;Appartement
2724;69143;30;AV;AUGUSTE WISSEL;3;66,63;66;Appartement
2725;69202;11;AV;DU 11 NOVEMBRE;4;77,78;77;Appartement
2726;69204;54;PL;DES BASSES BAROLLES;3;66,64;68;Appartement
2727;69244;15;RUE;FRANCOIS MERMET;3;70,69;71;Appartement
2728;69381;99;MTE;DE LA GRANDE COTE;1;28,06;30;Appartement
2729;69382;14;QUAI;JEAN MOULIN;3;85,02;86;Appartement
2730;69382;4;RUE;VAUBECOUR;3;75,33;80;Appartement
2731;71014;11;RUE;DE LATTRE DE TASSIGNY;3;87,53;87;Appartement
2732;71404;5547;;LA CONDEMAINE;3;79,9;79;Appartement
2733;72181;65;RUE;RENEE AUDUC;3;56,76;56;Appartement
2734;73011;15;RUE;JACQUES PORRAZ;4;65,43;67;Appartement
2735;73290;5307;;PRES DE L AUMONE;2;26,78;27;Appartement
2736;73307;5245;RES;CROIX DU SUD;1;24,35;22;Appartement
2737;75101;37;BD;DE SEBASTOPOL;2;40,18;39;Appartement
2738;75102;22;RUE;LEOPOLD BELLAN;2;24,34;30;Appartement
2739;75102;62;RUE;MONTORGUEIL;1;37,32;40;Appartement
2740;75102;18;RUE;GRENETA;2;47,42;40;Appartement
2741;75103;178;RUE;DU TEMPLE;5;146,27;200;Appartement
2742;75104;16;RUE;DE BIRAGUE;2;36,14;48;Appartement
2743;75104;13;QUAI;D ANJOU;1;23,72;20;Appartement
2744;75105;23;RUE;DE LA COLLEGIALE;2;36,03;30;Appartement
2745;75107;190;RUE;DE GRENELLE;3;65,4;65;Appartement
2746;75107;24;RUE;DE MONTTESSUY;3;58,74;58;Appartement
2747;75108;70;RUE;DE ROME;5;83,05;85;Appartement
2748;75108;50;RUE;DU GENERAL FOY;2;65,72;65;Appartement
2749;75109;49;RUE;DE DOUAI;2;49,43;52;Appartement
2750;75109;193;RUE;DU FG POISSONNIERE;2;29,89;29;Appartement
2751;75111;9;RUE;DES TROIS BORNES;1;13,06;14;Appartement
2752;75111;167;RUE;SAINT MAUR;1;24,13;23;Appartement
2753;75112;203;RUE;DE CHARENTON;2;45,1;45;Appartement
2754;75112;36;RUE;ERARD;2;40,05;40;Appartement
2755;75113;91;RUE;BARRAULT;2;39,02;45;Appartement
2756;75113;14;RUE;PHILIBERT LUCOT;2;34,89;34;Appartement
2757;75113;149;AV;DE CHOISY;2;25,73;25;Appartement
2758;75113;6;BD;ARAGO;2;70,75;69;Appartement
2759;75114;11;RUE;D ODESSA;1;36,33;35;Appartement
2760;75114;1;BD;EDGAR QUINET;1;6,25;6;Appartement
2761;75114;39;RUE;DES ARTISTES;3;44,81;45;Appartement
2762;75114;51;RUE;DE LA TOMBE ISSOIRE;3;42,51;43;Appartement
2763;75114;40;AV;DU GENERAL LECLERC;4;83,77;83;Appartement
2764;75115;407;RUE;DE VAUGIRARD;3;35,15;32;Appartement
2765;75115;10;RUE;FRANCOIS MOUTHON;1;19,45;17;Appartement
2766;75115;7;RUE;BAUSSET;3;60,15;60;Appartement
2767;75115;15;CITE;FALGUIERE;1;27,26;28;Appartement
2768;75115;59;QUAI;DE GRENELLE;1;32,82;32;Appartement
2769;75115;69;RUE;DES ENTREPRENEURS;3;64,82;64;Appartement
2770;75115;18;BD;VICTOR;3;60,01;57;Appartement
2771;75116;2;SQ;JOUVENET;3;35,54;36;Appartement
2772;75116;40;RUE;ERLANGER;3;55,95;75;Appartement
2773;75116;5;RUE;DE MUSSET;1;30,01;28;Appartement
2774;75116;48;BD;MURAT;3;68,51;68;Appartement
2775;75116;4;VLA;CHANEZ;4;85,02;78;Appartement
2776;75116;7;RUE;DE LA TOUR;4;135,02;137;Appartement
2777;75117;23;RUE;DES ACACIAS;1;32,93;33;Appartement
2778;75117;181;BD;PEREIRE;5;140,7;134;Appartement
2779;75117;16;RUE;THEODORE DE BANVILLE;5;172,45;173;Appartement
2780;75117;30;RUE;CARDINET;3;61,52;59;Appartement
2781;75117;38;RUE;TRUFFAUT;3;57,8;55;Appartement
2782;75117;95;RUE;NOLLET;3;49,55;50;Appartement
2783;75117;11;RUE;LACROIX;2;21,01;20;Appartement
2784;75118;2;RUE;GUSTAVE ROUANET;1;15,42;13;Appartement
2785;75118;30;RUE;DU SIMPLON;3;56,42;52;Appartement
2786;75118;5;RUE;HERMANN LACHAPELLE;1;22,95;22;Appartement
2787;75119;157;AV;JEAN JAURES;1;17,17;17;Appartement
2788;75119;52;RUE;PETIT;3;53,8;57;Appartement
2789;75119;17;RUE;CLAVEL;3;71,03;110;Appartement
2790;75119;7;RUE;BURNOUF;2;21,75;23;Appartement
2791;75120;3;RUE;DU JOURDAIN;3;64,61;63;Appartement
2792;75120;21;PAS;GAMBETTA;3;60,21;61;Appartement
2793;75120;31;RUE;LIGNER;1;11,49;13;Appartement
2794;76351;94;AV;PAUL VERLAINE;3;74,13;71;Appartement
2795;76596;5134;CD;COTE DE LA CAVEE;2;59,36;37;Maison
2796;77053;11;RUE;DU GENERAL LECLERC;2;41,53;41;Appartement
2797;77058;75;BD;ANTOINE GIROUST;3;67,12;65;Appartement
2798;77083;11;BD;COPERNIC;2;46,43;46;Appartement
2799;77222;62;RUE;DE TROYES;3;53,34;76;Appartement
2800;77251;22;BD;VICTOR SCHOELCHER;2;52,13;52;Appartement
2801;77305;14;RUE;DANIELLE CASANOVA;1;24,63;31;Appartement
2802;77327;48;RUE;DU GENERAL LECLERC;2;48,05;48;Appartement
2803;77373;13;ALL;ARTHUR RIMBAUD;4;91,47;78;Maison
2804;77377;3;IMP;DU VIEUX PUITS;4;81,67;81;Appartement
2805;77514;173;RUE;DES TILLEULS;3;51,99;46;Appartement
2806;78123;560;RUE;DE LA CHAPELLE;3;61,3;61;Appartement
2807;78172;151;AV;CARNOT;3;60,05;59;Appartement
2808;78242;64;AV;SANTOS DUMONT;4;74,93;90;Appartement
2809;78335;20;RUE;JACQUES L DUVIVIER;2;45,55;45;Appartement
2810;78361;26;RUE;GAMBETTA;2;35,09;35;Appartement
2811;78372;10;RUE;DE VISEU;3;60,37;60;Appartement
2812;78382;19;RUE;DE PONTOISE;3;60,3;68;Appartement
2813;78402;9;RUE;LOUIS THEOPHILE REAL;3;41,68;51;Maison
2814;78490;86;AV;DES SABLONS;2;49,52;50;Appartement
2815;78517;27;RUE;DE LA SABLIERE;3;61,56;61;Appartement
2816;78586;1;RUE;LAMARTINE;1;14,67;16;Appartement
2817;78586;48;AV;JEAN JAURES;2;47,16;47;Appartement
2818;78642;34;RUE;DE L AULNAY MALLO;6;103,3;106;Maison
2819;78642;1;RUE;PAUL DOUMER;3;60,59;60;Appartement
2820;78646;59;AV;DES ETATS UNIS;4;67,09;65;Appartement
2821;78650;14;RTE;DE LA FAISANDERIE;3;63,5;61;Maison
2822;78674;16;AV;DU GRAND CANAL;3;59,49;59;Appartement
2823;83009;151;BD;DE LA MER;2;45,41;45;Appartement
2824;83019;185;CHE;DE LA MER;5;128,27;125;Maison
2825;83029;9002;RTE;DE FAYENCE;3;47,35;47;Appartement
2826;83034;730;AV;DE LA VALERANE;3;46,49;49;Appartement
2827;83069;13;AV;NOCART;1;157,13;110;Appartement
2828;83123;326;COR;DU SOLEIL;1;43,2;51;Appartement
2829;83123;25;CHE;DU ROSAIRE;1;23,7;21;Appartement
2830;83126;235;AV;ALEX PEIRE;4;82,43;82;Appartement
2831;83129;1557;RES;EL BIAR;3;59,53;62;Appartement
2832;83129;195;RUE;PIERRE LOTI;1;26,4;27;Appartement
2833;83130;6;FG;NOTRE DAME;3;47,3;49;Appartement
