Id_Vente;Date_vente;Valeur_fonciere;Id_bien
2020-001495;2020-01-10;170000;1495
2020-001496;2020-01-10;275000;1496
2020-001497;2020-01-10;265000;1497
2020-001498;2020-01-10;91000;1498
2020-001499;2020-01-10;283000;1499
2020-001500;2020-01-10;435000;1500
2020-001501;2020-01-10;152000;1501
2020-001502;2020-01-10;330000;1502
2020-001503;2020-01-10;190000;1503
2020-001504;2020-01-10;283000;1504
2020-001505;2020-01-10;240150;1505
2020-001506;2020-01-10;646000;1506
2020-001507;2020-01-10;250000;1507
2020-001508;2020-01-10;303000;1508
2020-001509;2020-01-10;237000;1509
2020-001510;2020-01-10;129000;1510
2020-001511;2020-01-10;632000;1511
2020-001512;2020-01-10;270103;1512
2020-001513;2020-01-10;335000;1513
2020-001514;2020-01-10;419000;1514
2020-001515;2020-01-10;207500;1515
2020-001516;2020-01-10;250400;1516
2020-001517;2020-01-10;159100;1517
2020-001518;2020-01-10;194300;1518
2020-001519;2020-01-10;181500;1519
2020-001520;2020-01-10;178000;1520
2020-001521;2020-01-10;144000;1521
2020-001522;2020-01-10;255000;1522
2020-001523;2020-01-10;235000;1523
2020-001524;2020-01-10;234000;1524
2020-001525;2020-01-10;134000;1525
2020-001526;2020-01-10;350000;1526
2020-001527;2020-01-10;187000;1527
2020-001528;2020-01-10;64000;1528
2020-001529;2020-01-10;134000;1529
2020-001530;2020-01-11;48000;1530
2020-001531;2020-01-11;145000;1531
2020-001532;2020-01-11;98000;1532
2020-001533;2020-01-11;250000;1533
2020-001534;2020-01-11;153500;1534
2020-001535;2020-01-11;88350;1535
2020-001536;2020-01-11;125000;1536
2020-001537;2020-01-11;10000;1537
2020-001538;2020-01-11;69000;1538
2020-001539;2020-01-11;180800;1539
2020-001540;2020-01-11;80000;1540
2020-001541;2020-01-11;111400;1541
2020-001542;2020-01-11;90000;1542
2020-001543;2020-01-11;280000;1543
2020-001544;2020-01-11;66000;1544
2020-001545;2020-01-11;111150;1545
2020-001546;2020-01-11;120000;1546
2020-001547;2020-01-11;77000;1547
2020-001548;2020-01-11;170000;1548
2020-001549;2020-01-11;63200;1549
2020-001550;2020-01-11;140280;1550
2020-001551;2020-01-11;264000;1551
2020-001552;2020-01-11;37000;1552
2020-001553;2020-01-11;206605;1553
2020-001554;2020-01-11;695238;1554
2020-001555;2020-01-11;144000;1555
2020-001556;2020-01-11;174000;1556
2020-001557;2020-01-11;120680;1557
2020-001558;2020-01-11;135000;1558
2020-001559;2020-01-11;117000;1559
2020-001560;2020-01-11;46270;1560
2020-001561;2020-01-11;109800;1561
2020-001562;2020-01-11;68500;1562
2020-001563;2020-01-11;191500;1563
2020-001564;2020-01-11;147000;1564
2020-001565;2020-01-11;130000;1565
2020-001566;2020-01-11;91500;1566
2020-001567;2020-01-11;170500;1567
2020-001568;2020-01-12;196000;1568
2020-001569;2020-01-13;129400;1569
2020-001570;2020-01-13;114000;1570
2020-001571;2020-01-13;278800;1571
2020-001572;2020-01-13;191500;1572
2020-001573;2020-01-13;140650;1573
2020-001574;2020-01-13;64700;1574
2020-001575;2020-01-13;89500;1575
2020-001576;2020-01-13;48170;1576
2020-001577;2020-01-13;45500;1577
2020-001578;2020-01-13;77500;1578
2020-001579;2020-01-13;117500;1579
2020-001580;2020-01-13;174930;1580
2020-001581;2020-01-13;231700;1581
2020-001582;2020-01-13;48000;1582
2020-001583;2020-01-13;134000;1583
2020-001584;2020-01-13;218600;1584
2020-001585;2020-01-13;380280;1585
2020-001586;2020-01-13;118700;1586
2020-001587;2020-01-13;206000;1587
2020-001588;2020-01-13;126000;1588
2020-001589;2020-01-13;116590;1589
2020-001590;2020-01-13;62919;1590
2020-001591;2020-01-13;242400;1591
2020-001592;2020-01-13;288650;1592
2020-001593;2020-01-13;194000;1593
2020-001594;2020-01-13;229400;1594
2020-001595;2020-01-13;370000;1595
2020-001596;2020-01-13;167000;1596
2020-001597;2020-01-13;144320;1597
2020-001598;2020-01-13;241000;1598
2020-001599;2020-01-13;399500;1599
2020-001600;2020-01-13;111470;1600
2020-001601;2020-01-13;251000;1601
2020-001602;2020-01-13;96500;1602
2020-001603;2020-01-13;150000;1603
2020-001604;2020-01-13;34000;1604
2020-001605;2020-01-13;58550;1605
2020-001606;2020-01-13;151365;1606
2020-001607;2020-01-13;87000;1607
2020-001608;2020-01-13;174200;1608
2020-001609;2020-01-13;157650;1609
2020-001610;2020-01-13;205000;1610
2020-001611;2020-01-13;105060;1611
2020-001612;2020-01-13;23333,34;1612
2020-001613;2020-01-13;400550;1613
2020-001614;2020-01-13;98000;1614
2020-001615;2020-01-13;316200;1615
2020-001616;2020-01-13;90197;1616
2020-001617;2020-01-13;270500;1617
2020-001618;2020-01-13;217500;1618
2020-001619;2020-01-13;147610;1619
2020-001620;2020-01-13;172000;1620
2020-001621;2020-01-13;288500;1621
2020-001622;2020-01-13;189000;1622
2020-001623;2020-01-13;169000;1623
2020-001624;2020-01-13;85000;1624
2020-001625;2020-01-13;40000;1625
2020-001626;2020-01-13;105970;1626
2020-001627;2020-01-13;59800;1627
2020-001628;2020-01-13;315458;1628
2020-001629;2020-01-13;149500;1629
2020-001630;2020-01-13;158000;1630
2020-001631;2020-01-13;239000;1631
2020-001632;2020-01-13;123000;1632
2020-001633;2020-01-13;61500;1633
2020-001634;2020-01-13;360250;1634
2020-001635;2020-01-13;220000;1635
2020-001636;2020-01-13;123350;1636
2020-001637;2020-01-13;38150;1637
2020-001638;2020-01-13;408200;1638
2020-001639;2020-01-13;42850;1639
2020-001640;2020-01-13;150000;1640
2020-001641;2020-01-13;225000;1641
2020-001642;2020-01-13;205000;1642
2020-001643;2020-01-13;153100;1643
2020-001644;2020-01-13;463000;1644
2020-001645;2020-01-13;306600;1645
2020-001646;2020-01-13;113880;1646
2020-001647;2020-01-13;77000;1647
2020-001648;2020-01-13;144000;1648
2020-001649;2020-01-13;89000;1649
2020-001650;2020-01-13;178000;1650
2020-001651;2020-01-13;157000;1651
2020-001652;2020-01-13;158100;1652
2020-001653;2020-01-13;120500;1653
2020-001654;2020-01-13;64000;1654
2020-001655;2020-01-13;44000;1655
2020-001656;2020-01-13;147830;1656
2020-001657;2020-01-13;159000;1657
2020-001658;2020-01-13;417500;1658
2020-001659;2020-01-13;58000;1659
2020-001660;2020-01-13;190000;1660
2020-001661;2020-01-13;229000;1661
2020-001662;2020-01-13;566950;1662
2020-001663;2020-01-13;82000;1663
2020-001664;2020-01-13;132195;1664
2020-001665;2020-01-13;495250;1665
2020-001666;2020-01-13;115000;1666
2020-001667;2020-01-13;465000;1667
2020-001668;2020-01-13;127350;1668
2020-001669;2020-01-13;246700;1669
2020-001670;2020-01-13;40000;1670
2020-001671;2020-01-13;46000;1671
2020-001672;2020-01-13;55000;1672
2020-001673;2020-01-13;126600;1673
2020-001674;2020-01-13;187000;1674
2020-001675;2020-01-13;186320;1675
2020-001676;2020-01-13;70490;1676
2020-001677;2020-01-13;;1677
2020-001678;2020-01-13;247626;1678
2020-001679;2020-01-13;873000;1679
2020-001680;2020-01-13;1249600;1680
2020-001681;2020-01-13;883520;1681
2020-001682;2020-01-13;590580;1682
2020-001683;2020-01-13;1750750;1683
2020-001684;2020-01-13;321150;1684
2020-001685;2020-01-13;799920;1685
2020-001686;2020-01-13;179000;1686
2020-001687;2020-01-13;174000;1687
2020-001688;2020-01-13;398500;1688
2020-001689;2020-01-13;158000;1689
2020-001690;2020-01-13;642000;1690
2020-001691;2020-01-13;959400;1691
2020-001692;2020-01-13;495000;1692
2020-001693;2020-01-13;246000;1693
2020-001694;2020-01-13;269000;1694
2020-001695;2020-01-13;389616;1695
2020-001696;2020-01-13;485466;1696
2020-001697;2020-01-13;509010;1697
2020-001698;2020-01-13;256000;1698
2020-001699;2020-01-13;562000;1699
2020-001700;2020-01-13;686000;1700
2020-001701;2020-01-13;474190;1701
2020-001702;2020-01-13;256500;1702
2020-001703;2020-01-13;229200;1703
2020-001704;2020-01-13;275500;1704
2020-001705;2020-01-13;574000;1705
2020-001706;2020-01-13;168000;1706
2020-001707;2020-01-13;245300;1707
2020-001708;2020-01-13;91800;1708
2020-001709;2020-01-13;80500;1709
2020-001710;2020-01-13;64000;1710
2020-001711;2020-01-13;285000;1711
2020-001712;2020-01-13;217000;1712
2020-001713;2020-01-13;122000;1713
2020-001714;2020-01-13;85000;1714
2020-001715;2020-01-13;330500;1715
2020-001716;2020-01-13;57000;1716
2020-001717;2020-01-13;91000;1717
2020-001718;2020-01-13;135000;1718
2020-001719;2020-01-13;247000;1719
2020-001720;2020-01-13;128000;1720
2020-001721;2020-01-13;405000;1721
2020-001722;2020-01-13;177000;1722
2020-001723;2020-01-13;274000;1723
2020-001724;2020-01-13;211000;1724
2020-001725;2020-01-13;206750;1725
2020-001726;2020-01-13;77000;1726
2020-001727;2020-01-13;265500;1727
2020-001728;2020-01-13;62000;1728
2020-001729;2020-01-13;46810;1729
2020-001730;2020-01-13;77200;1730
2020-001731;2020-01-13;368000;1731
2020-001732;2020-01-13;270000;1732
2020-001733;2020-01-13;176000;1733
2020-001734;2020-01-13;80000;1734
2020-001735;2020-01-13;350000;1735
2020-001736;2020-01-13;155000;1736
2020-001737;2020-01-13;245000;1737
2020-001738;2020-01-13;242900;1738
2020-001739;2020-01-13;288000;1739
2020-001740;2020-01-13;127200;1740
2020-001741;2020-01-13;35460;1741
2020-001742;2020-01-13;135000;1742
2020-001743;2020-01-13;77000;1743
2020-001744;2020-01-13;148000;1744
2020-001745;2020-01-13;62900;1745
2020-001746;2020-01-13;49800;1746
2020-001747;2020-01-13;39000;1747
2020-001748;2020-01-13;61100;1748
2020-001749;2020-01-13;251500;1749
2020-001750;2020-01-13;79000;1750
2020-001751;2020-01-13;385790;1751
2020-001752;2020-01-13;305500;1752
2020-001753;2020-01-13;177000;1753
2020-001754;2020-01-13;170000;1754
2020-001755;2020-01-13;220000;1755
2020-001756;2020-01-13;546720;1756
2020-001757;2020-01-13;149500;1757
2020-001758;2020-01-13;363700;1758
2020-001759;2020-01-13;336000;1759
2020-001760;2020-01-13;505000;1760
2020-001761;2020-01-13;301485;1761
2020-001762;2020-01-13;315000;1762
2020-001763;2020-01-13;235500;1763
2020-001764;2020-01-13;178820;1764
2020-001765;2020-01-13;797400;1765
2020-001766;2020-01-13;435800;1766
2020-001767;2020-01-13;949000;1767
2020-001768;2020-01-13;266000;1768
2020-001769;2020-01-13;390135;1769
2020-001770;2020-01-13;942500;1770
2020-001771;2020-01-13;184600;1771
2020-001772;2020-01-13;367915;1772
2020-001773;2020-01-13;184000;1773
2020-001774;2020-01-13;185000;1774
2020-001775;2020-01-13;540000;1775
2020-001776;2020-01-13;195000;1776
2020-001777;2020-01-13;272829;1777
2020-001778;2020-01-13;709220;1778
2020-001779;2020-01-13;255000;1779
2020-001780;2020-01-13;255000;1780
2020-001781;2020-01-13;220000;1781
2020-001782;2020-01-13;218000;1782
2020-001783;2020-01-13;235000;1783
2020-001784;2020-01-13;213000;1784
2020-001785;2020-01-13;316000;1785
2020-001786;2020-01-13;322500;1786
2020-001787;2020-01-13;195440;1787
2020-001788;2020-01-13;223000;1788
2020-001789;2020-01-13;819000;1789
2020-001790;2020-01-13;223600;1790
2020-001791;2020-01-13;151000;1791
2020-001792;2020-01-13;112000;1792
2020-001793;2020-01-13;148000;1793
2020-001794;2020-01-13;109250;1794
2020-001795;2020-01-13;247000;1795
2020-001796;2020-01-13;315000;1796
2020-001797;2020-01-13;489400;1797
2020-001798;2020-01-13;867000;1798
2020-001799;2020-01-13;350000;1799
2020-001800;2020-01-13;1006000;1800
2020-001801;2020-01-13;296500;1801
2020-001802;2020-01-13;595000;1802
2020-001803;2020-01-13;895000;1803
2020-001804;2020-01-13;185000;1804
2020-001805;2020-01-13;115000;1805
2020-001806;2020-01-13;111000;1806
2020-001807;2020-01-13;189000;1807
2020-001808;2020-01-13;185000;1808
2020-001809;2020-01-13;90000;1809
2020-001810;2020-01-13;101000;1810
2020-001811;2020-01-13;435000;1811
2020-001812;2020-01-13;158350;1812
2020-001813;2020-01-13;235000;1813
2020-001814;2020-01-13;276750;1814
2020-001815;2020-01-13;191000;1815
2020-001816;2020-01-13;144758;1816
2020-001817;2020-01-13;85000;1817
2020-001818;2020-01-14;106000;1818
2020-001819;2020-01-14;128690;1819
2020-001820;2020-01-14;245000;1820
2020-001821;2020-01-14;193000;1821
2020-001822;2020-01-14;73000;1822
2020-001823;2020-01-14;750000;1823
2020-001824;2020-01-14;167500;1824
2020-001825;2020-01-14;153000;1825
2020-001826;2020-01-14;515000;1826
2020-001827;2020-01-14;652000;1827
2020-001828;2020-01-14;413826;1828
2020-001829;2020-01-14;195500;1829
2020-001830;2020-01-14;82000;1830
2020-001831;2020-01-14;242000;1831
2020-001832;2020-01-14;161000;1832
2020-001833;2020-01-14;70000;1833
2020-001834;2020-01-14;46500;1834
2020-001835;2020-01-14;148000;1835
2020-001836;2020-01-14;150000;1836
2020-001837;2020-01-14;109300;1837
2020-001838;2020-01-14;107000;1838
2020-001839;2020-01-14;165000;1839
2020-001840;2020-01-14;98500;1840
2020-001841;2020-01-14;218500;1841
2020-001842;2020-01-14;340000;1842
2020-001843;2020-01-14;28000;1843
2020-001844;2020-01-14;71000;1844
2020-001845;2020-01-14;370000;1845
2020-001846;2020-01-14;303100;1846
2020-001847;2020-01-14;143000;1847
2020-001848;2020-01-14;114141;1848
2020-001849;2020-01-14;197000;1849
2020-001850;2020-01-14;52300;1850
2020-001851;2020-01-14;171000;1851
2020-001852;2020-01-14;155000;1852
2020-001853;2020-01-14;72000;1853
2020-001854;2020-01-14;83000;1854
2020-001855;2020-01-14;103708,4;1855
2020-001856;2020-01-14;138000;1856
2020-001857;2020-01-14;176785;1857
2020-001858;2020-01-14;146570;1858
2020-001859;2020-01-14;241000;1859
2020-001860;2020-01-14;134500;1860
2020-001861;2020-01-14;191000;1861
2020-001862;2020-01-14;174900;1862
2020-001863;2020-01-14;53598;1863
2020-001864;2020-01-14;1390000;1864
2020-001865;2020-01-14;186600;1865
2020-001866;2020-01-14;123448;1866
2020-001867;2020-01-14;39500;1867
2020-001868;2020-01-14;48300;1868
2020-001869;2020-01-14;59000;1869
2020-001870;2020-01-14;105000;1870
2020-001871;2020-01-14;340950;1871
2020-001872;2020-01-14;65160;1872
2020-001873;2020-01-14;48162;1873
2020-001874;2020-01-14;319000;1874
2020-001875;2020-01-14;96100;1875
2020-001876;2020-01-14;235000;1876
2020-001877;2020-01-14;171000;1877
2020-001878;2020-01-14;55500;1878
2020-001879;2020-01-14;219000;1879
2020-001880;2020-01-14;60000;1880
2020-001881;2020-01-14;97700;1881
2020-001882;2020-01-14;37330;1882
2020-001883;2020-01-14;149900;1883
2020-001884;2020-01-14;231480;1884
2020-001885;2020-01-14;68500;1885
2020-001886;2020-01-14;58000;1886
2020-001887;2020-01-14;213500;1887
2020-001888;2020-01-14;407000;1888
2020-001889;2020-01-14;107000;1889
2020-001890;2020-01-14;106425;1890
2020-001891;2020-01-14;145000;1891
2020-001892;2020-01-14;68000;1892
2020-001893;2020-01-14;69880;1893
2020-001894;2020-01-14;168000;1894
2020-001895;2020-01-14;81500;1895
2020-001896;2020-01-14;68500;1896
2020-001897;2020-01-14;333000;1897
2020-001898;2020-01-14;52000;1898
2020-001899;2020-01-14;47000;1899
2020-001900;2020-01-14;95000;1900
2020-001901;2020-01-14;226500;1901
2020-001902;2020-01-14;40000;1902
2020-001903;2020-01-14;133100;1903
2020-001904;2020-01-14;210243;1904
2020-001905;2020-01-14;128000;1905
2020-001906;2020-01-14;106500;1906
2020-001907;2020-01-14;54500;1907
2020-001908;2020-01-14;258900;1908
2020-001909;2020-01-14;285000;1909
2020-001910;2020-01-14;138000;1910
2020-001911;2020-01-14;237500;1911
2020-001912;2020-01-14;76036;1912
2020-001913;2020-01-14;110000;1913
2020-001914;2020-01-14;283700;1914
2020-001915;2020-01-14;243000;1915
2020-001916;2020-01-14;68000;1916
2020-001917;2020-01-14;171000;1917
2020-001918;2020-01-14;313800;1918
2020-001919;2020-01-14;90000;1919
2020-001920;2020-01-14;47826;1920
2020-001921;2020-01-14;106000;1921
2020-001922;2020-01-14;60000;1922
2020-001923;2020-01-14;235622;1923
2020-001924;2020-01-14;7050000;1924
2020-001925;2020-01-14;1475000;1925
2020-001926;2020-01-14;2300000;1926
2020-001927;2020-01-14;342000;1927
2020-001928;2020-01-14;1254800;1928
2020-001929;2020-01-14;870630;1929
2020-001930;2020-01-14;266000;1930
2020-001931;2020-01-14;319000;1931
2020-001932;2020-01-14;305000;1932
2020-001933;2020-01-14;113000;1933
2020-001934;2020-01-14;882000;1934
2020-001935;2020-01-14;268804;1935
2020-001936;2020-01-14;182000;1936
2020-001937;2020-01-14;271950;1937
2020-001938;2020-01-14;122000;1938
2020-001939;2020-01-14;202100;1939
2020-001940;2020-01-14;210000;1940
2020-001941;2020-01-14;128000;1941
2020-001942;2020-01-14;364650;1942
2020-001943;2020-01-14;353760;1943
2020-001944;2020-01-14;826000;1944
2020-001945;2020-01-14;164000;1945
2020-001946;2020-01-14;423000;1946
2020-001947;2020-01-14;459077;1947
2020-001948;2020-01-14;876300;1948
2020-001949;2020-01-14;175000;1949
2020-001950;2020-01-14;351400;1950
2020-001951;2020-01-14;456550;1951
2020-001952;2020-01-14;448500;1952
2020-001953;2020-01-14;502492,03;1953
2020-001954;2020-01-14;510700;1954
2020-001955;2020-01-14;3861000;1955
2020-001956;2020-01-14;516222;1956
2020-001957;2020-01-14;470850;1957
2020-001958;2020-01-14;157239;1958
2020-001959;2020-01-14;245000;1959
2020-001960;2020-01-14;449355;1960
2020-001961;2020-01-14;333654;1961
2020-001962;2020-01-14;356600;1962
2020-001963;2020-01-14;94000;1963
2020-001964;2020-01-14;168500;1964
2020-001965;2020-01-14;293500;1965
2020-001966;2020-01-14;157000;1966
2020-001967;2020-01-14;97000;1967
2020-001968;2020-01-14;93810;1968
2020-001969;2020-01-14;766600;1969
2020-001970;2020-01-14;429855;1970
2020-001971;2020-01-14;181050;1971
2020-001972;2020-01-14;182000;1972
2020-001973;2020-01-14;296000;1973
2020-001974;2020-01-14;202000;1974
2020-001975;2020-01-14;95000;1975
2020-001976;2020-01-14;80000;1976
2020-001977;2020-01-14;338000;1977
2020-001978;2020-01-14;61850;1978
2020-001979;2020-01-14;125142;1979
2020-001980;2020-01-14;197000;1980
2020-001981;2020-01-14;82000;1981
2020-001982;2020-01-14;211000;1982
2020-001983;2020-01-14;281000;1983
2020-001984;2020-01-14;129500;1984
2020-001985;2020-01-14;144500;1985
2020-001986;2020-01-14;157000;1986
2020-001987;2020-01-14;79900;1987
2020-001988;2020-01-14;60000;1988
2020-001989;2020-01-14;101000;1989
2020-001990;2020-01-14;158000;1990
2020-001991;2020-01-14;151000;1991
2020-001992;2020-01-14;139700;1992
2020-001993;2020-01-14;358000;1993
2020-001994;2020-01-14;282500;1994
2020-001995;2020-01-14;404500;1995
2020-001996;2020-01-14;240000;1996
2020-001997;2020-01-14;289845;1997
2020-001998;2020-01-14;422200;1998
2020-001999;2020-01-14;229500;1999
2020-002000;2020-01-14;40500;2000
2020-002001;2020-01-14;169000;2001
2020-002002;2020-01-14;570000;2002
2020-002003;2020-01-14;415250;2003
2020-002004;2020-01-14;166000;2004
2020-002005;2020-01-14;105000;2005
2020-002006;2020-01-14;544400;2006
2020-002007;2020-01-14;292730;2007
2020-002008;2020-01-14;160000;2008
2020-002009;2020-01-14;1069750;2009
2020-002010;2020-01-14;566000;2010
2020-002011;2020-01-14;375000;2011
2020-002012;2020-01-14;245000;2012
2020-002013;2020-01-14;317500;2013
2020-002014;2020-01-14;175000;2014
2020-002015;2020-01-14;470700;2015
2020-002016;2020-01-14;337500;2016
2020-002017;2020-01-14;1205650;2017
2020-002018;2020-01-14;65795,5;2018
2020-002019;2020-01-14;313650;2019
2020-002020;2020-01-14;80000;2020
2020-002021;2020-01-14;137500;2021
2020-002022;2020-01-14;122000;2022
2020-002023;2020-01-14;405000;2023
2020-002024;2020-01-14;231000;2024
2020-002025;2020-01-14;236000;2025
2020-002026;2020-01-14;590000;2026
2020-002027;2020-01-14;104500;2027
2020-002028;2020-01-14;125000;2028
2020-002029;2020-01-14;100000;2029
2020-002030;2020-01-14;174300;2030
2020-002031;2020-01-14;173000;2031
2020-002032;2020-01-14;203000;2032
2020-002033;2020-01-14;191200;2033
2020-002034;2020-01-14;383000;2034
2020-002035;2020-01-14;203500;2035
2020-002036;2020-01-14;100000;2036
2020-002037;2020-01-14;299000;2037
2020-002038;2020-01-14;114500;2038
2020-002039;2020-01-14;125000;2039
2020-002040;2020-01-15;160000;2040
2020-002041;2020-01-15;66000;2041
2020-002042;2020-01-15;370000;2042
2020-002043;2020-01-15;74169;2043
2020-002044;2020-01-15;42000;2044
2020-002045;2020-01-15;291000;2045
2020-002046;2020-01-15;1350000;2046
2020-002047;2020-01-15;535000;2047
2020-002048;2020-01-15;205000;2048
2020-002049;2020-01-15;250700;2049
2020-002050;2020-01-15;143000;2050
2020-002051;2020-01-15;135000;2051
2020-002052;2020-01-15;144400;2052
2020-002053;2020-01-15;112070;2053
2020-002054;2020-01-15;183750;2054
2020-002055;2020-01-15;99000;2055
2020-002056;2020-01-15;185000;2056
2020-002057;2020-01-15;117000;2057
2020-002058;2020-01-15;195000;2058
2020-002059;2020-01-15;67200;2059
2020-002060;2020-01-15;209000;2060
2020-002061;2020-01-15;364000;2061
2020-002062;2020-01-15;168000;2062
2020-002063;2020-01-15;85000;2063
2020-002064;2020-01-15;80500;2064
2020-002065;2020-01-15;70000;2065
2020-002066;2020-01-15;97000;2066
2020-002067;2020-01-15;67080;2067
2020-002068;2020-01-15;76810;2068
2020-002069;2020-01-15;145000;2069
2020-002070;2020-01-15;189000;2070
2020-002071;2020-01-15;293790;2071
2020-002072;2020-01-15;110000;2072
2020-002073;2020-01-15;90500;2073
2020-002074;2020-01-15;194500;2074
2020-002075;2020-01-15;173300;2075
2020-002076;2020-01-15;255000;2076
2020-002077;2020-01-15;177500;2077
2020-002078;2020-01-15;143970;2078
2020-002079;2020-01-15;281600;2079
2020-002080;2020-01-15;86000;2080
2020-002081;2020-01-15;62000;2081
2020-002082;2020-01-15;91000;2082
2020-002083;2020-01-15;165000;2083
2020-002084;2020-01-15;13000;2084
2020-002085;2020-01-15;67850;2085
2020-002086;2020-01-15;81200;2086
2020-002087;2020-01-15;135800;2087
2020-002088;2020-01-15;45610;2088
2020-002089;2020-01-15;58000;2089
2020-002090;2020-01-15;127200;2090
2020-002091;2020-01-15;38000;2091
2020-002092;2020-01-15;97125;2092
2020-002093;2020-01-15;268625;2093
2020-002094;2020-01-15;558410;2094
2020-002095;2020-01-15;220300;2095
2020-002096;2020-01-15;50000;2096
2020-002097;2020-01-15;159262;2097
2020-002098;2020-01-15;262830;2098
2020-002099;2020-01-15;154670;2099
2020-002100;2020-01-15;162000;2100
2020-002101;2020-01-15;208750;2101
2020-002102;2020-01-15;116800;2102
2020-002103;2020-01-15;303600;2103
2020-002104;2020-01-15;233500;2104
2020-002105;2020-01-15;219200;2105
2020-002106;2020-01-15;170000;2106
2020-002107;2020-01-15;65500;2107
2020-002108;2020-01-15;115000;2108
2020-002109;2020-01-15;550000;2109
2020-002110;2020-01-15;90810;2110
2020-002111;2020-01-15;153130;2111
2020-002112;2020-01-15;150000;2112
2020-002113;2020-01-15;66500;2113
2020-002114;2020-01-15;98000;2114
2020-002115;2020-01-15;162000;2115
2020-002116;2020-01-15;79200;2116
2020-002117;2020-01-15;195000;2117
2020-002118;2020-01-15;62000;2118
2020-002119;2020-01-15;178000;2119
2020-002120;2020-01-15;160000;2120
2020-002121;2020-01-15;28500;2121
2020-002122;2020-01-15;95645;2122
2020-002123;2020-01-15;86744;2123
2020-002124;2020-01-15;80000;2124
2020-002125;2020-01-15;132608;2125
2020-002126;2020-01-15;123000;2126
2020-002127;2020-01-15;52010;2127
2020-002128;2020-01-15;153000;2128
2020-002129;2020-01-15;65000;2129
2020-002130;2020-01-15;122500;2130
2020-002131;2020-01-15;79500;2131
2020-002132;2020-01-15;77000;2132
2020-002133;2020-01-15;201000;2133
2020-002134;2020-01-15;564000;2134
2020-002135;2020-01-15;156000;2135
2020-002136;2020-01-15;124000;2136
2020-002137;2020-01-15;84000;2137
2020-002138;2020-01-15;55000;2138
2020-002139;2020-01-15;43000;2139
2020-002140;2020-01-15;49000;2140
2020-002141;2020-01-15;84000;2141
2020-002142;2020-01-15;60800;2142
2020-002143;2020-01-15;209700;2143
2020-002144;2020-01-15;74000;2144
2020-002145;2020-01-15;106600;2145
2020-002146;2020-01-15;120250;2146
2020-002147;2020-01-15;97000;2147
2020-002148;2020-01-15;163000;2148
2020-002149;2020-01-15;196000;2149
2020-002150;2020-01-15;203000;2150
2020-002151;2020-01-15;178500;2151
2020-002152;2020-01-15;155900;2152
2020-002153;2020-01-15;273372;2153
2020-002154;2020-01-15;181800;2154
2020-002155;2020-01-15;173500;2155
2020-002156;2020-01-15;134000;2156
2020-002157;2020-01-15;253000;2157
2020-002158;2020-01-15;159000;2158
2020-002159;2020-01-15;75000;2159
2020-002160;2020-01-15;68000;2160
2020-002161;2020-01-15;369000;2161
2020-002162;2020-01-15;30000;2162
2020-002163;2020-01-15;224000;2163
2020-002164;2020-01-15;294830;2164
2020-002165;2020-01-15;150550;2165
2020-002166;2020-01-15;149550;2166
2020-002167;2020-01-15;239600;2167
2020-002168;2020-01-15;461500;2168
2020-002169;2020-01-15;457825;2169
2020-002170;2020-01-15;259400;2170
2020-002171;2020-01-15;99000;2171
2020-002172;2020-01-15;24500;2172
2020-002173;2020-01-15;171000;2173
2020-002174;2020-01-15;190600;2174
2020-002175;2020-01-15;96000;2175
2020-002176;2020-01-15;683780;2176
2020-002177;2020-01-15;445000;2177
2020-002178;2020-01-15;915000;2178
2020-002179;2020-01-15;1350000;2179
2020-002180;2020-01-15;398400;2180
2020-002181;2020-01-15;710000;2181
2020-002182;2020-01-15;560500;2182
2020-002183;2020-01-15;855400;2183
2020-002184;2020-01-15;2706250;2184
2020-002185;2020-01-15;779637;2185
2020-002186;2020-01-15;446000;2186
2020-002187;2020-01-15;124540;2187
2020-002188;2020-01-15;629200;2188
2020-002189;2020-01-15;218000;2189
2020-002190;2020-01-15;828000;2190
2020-002191;2020-01-15;78000;2191
2020-002192;2020-01-15;257143;2192
2020-002193;2020-01-15;237000;2193
2020-002194;2020-01-15;159000;2194
2020-002195;2020-01-15;330731;2195
2020-002196;2020-01-15;1580000;2196
2020-002197;2020-01-15;3245154;2197
2020-002198;2020-01-15;2240650;2198
2020-002199;2020-01-15;3950000;2199
2020-002200;2020-01-15;1324850;2200
2020-002201;2020-01-15;262890;2201
2020-002202;2020-01-15;1292850;2202
2020-002203;2020-01-15;452500;2203
2020-002204;2020-01-15;608000;2204
2020-002205;2020-01-15;326500;2205
2020-002206;2020-01-15;227000;2206
2020-002207;2020-01-15;251000;2207
2020-002208;2020-01-15;284000;2208
2020-002209;2020-01-15;612480;2209
2020-002210;2020-01-15;409150;2210
2020-002211;2020-01-15;128500;2211
2020-002212;2020-01-15;74500;2212
2020-002213;2020-01-15;530000;2213
2020-002214;2020-01-15;238800;2214
2020-002215;2020-01-15;147000;2215
2020-002216;2020-01-15;172000;2216
2020-002217;2020-01-15;290550;2217
2020-002218;2020-01-15;146450;2218
2020-002219;2020-01-15;112500;2219
2020-002220;2020-01-15;131500;2220
2020-002221;2020-01-15;51500;2221
2020-002222;2020-01-15;164000;2222
2020-002223;2020-01-15;115500;2223
2020-002224;2020-01-15;137200;2224
2020-002225;2020-01-15;152000;2225
2020-002226;2020-01-15;172000;2226
2020-002227;2020-01-15;255000;2227
