Id_Vente;Date_vente;Valeur_fonciere;Id_bien
2020-015451;2020-03-16;425300;15451
2020-015452;2020-03-16;1372800;15452
2020-015453;2020-03-16;371400;15453
2020-015454;2020-03-16;392025;15454
2020-015455;2020-03-16;259000;15455
2020-015456;2020-03-16;1264500;15456
2020-015457;2020-03-16;1252420;15457
2020-015458;2020-03-16;285000;15458
2020-015459;2020-03-16;247400;15459
2020-015460;2020-03-16;516450;15460
2020-015461;2020-03-16;3600000;15461
2020-015462;2020-03-16;1908930;15462
2020-015463;2020-03-16;391500;15463
2020-015464;2020-03-16;441500;15464
2020-015465;2020-03-16;448780;15465
2020-015466;2020-03-16;170000;15466
2020-015467;2020-03-16;70300;15467
2020-015468;2020-03-16;530000;15468
2020-015469;2020-03-16;364000;15469
2020-015470;2020-03-16;398145;15470
2020-015471;2020-03-16;264500;15471
2020-015472;2020-03-16;87600;15472
2020-015473;2020-03-16;28400;15473
2020-015474;2020-03-16;71000;15474
2020-015475;2020-03-16;238000;15475
2020-015476;2020-03-16;282000;15476
2020-015477;2020-03-16;390400;15477
2020-015478;2020-03-16;74500;15478
2020-015479;2020-03-16;155000;15479
2020-015480;2020-03-16;118000;15480
2020-015481;2020-03-16;120000;15481
2020-015482;2020-03-16;122000;15482
2020-015483;2020-03-16;125000;15483
2020-015484;2020-03-16;125000;15484
2020-015485;2020-03-16;160000;15485
2020-015486;2020-03-16;230000;15486
2020-015487;2020-03-16;130000;15487
2020-015488;2020-03-16;125990;15488
2020-015489;2020-03-16;175000;15489
2020-015490;2020-03-16;129000;15490
2020-015491;2020-03-16;235200;15491
2020-015492;2020-03-16;561250;15492
2020-015493;2020-03-16;280000;15493
2020-015494;2020-03-16;167792;15494
2020-015495;2020-03-16;160000;15495
2020-015496;2020-03-16;94500;15496
2020-015497;2020-03-16;95400;15497
2020-015498;2020-03-16;150000;15498
2020-015499;2020-03-16;173200;15499
2020-015500;2020-03-16;348720;15500
2020-015501;2020-03-16;498000;15501
2020-015502;2020-03-16;388300;15502
2020-015503;2020-03-16;184000;15503
2020-015504;2020-03-16;153000;15504
2020-015505;2020-03-16;155700;15505
2020-015506;2020-03-16;278410;15506
2020-015507;2020-03-16;179050;15507
2020-015508;2020-03-16;116320;15508
2020-015509;2020-03-16;269000;15509
2020-015510;2020-03-16;276685;15510
2020-015511;2020-03-16;181000;15511
2020-015512;2020-03-16;141575;15512
2020-015513;2020-03-16;243300;15513
2020-015514;2020-03-16;92651;15514
2020-015515;2020-03-16;174000;15515
2020-015516;2020-03-16;75500;15516
2020-015517;2020-03-16;41000;15517
2020-015518;2020-03-16;81200;15518
2020-015519;2020-03-16;156000;15519
2020-015520;2020-03-16;159000;15520
2020-015521;2020-03-16;247010;15521
2020-015522;2020-03-16;212000;15522
2020-015523;2020-03-16;190000;15523
2020-015524;2020-03-16;92900;15524
2020-015525;2020-03-16;171000;15525
2020-015526;2020-03-16;226600;15526
2020-015527;2020-03-16;190000;15527
2020-015528;2020-03-16;165000;15528
2020-015529;2020-03-16;89500;15529
2020-015530;2020-03-16;282500;15530
2020-015531;2020-03-16;223467;15531
2020-015532;2020-03-16;190000;15532
2020-015533;2020-03-16;350000;15533
2020-015534;2020-03-16;135000;15534
2020-015535;2020-03-16;312750;15535
2020-015536;2020-03-16;168000;15536
2020-015537;2020-03-16;376000;15537
2020-015538;2020-03-16;520000;15538
2020-015539;2020-03-16;177000;15539
2020-015540;2020-03-16;132000;15540
2020-015541;2020-03-16;368800;15541
2020-015542;2020-03-16;280000;15542
2020-015543;2020-03-16;330000;15543
2020-015544;2020-03-16;141800;15544
2020-015545;2020-03-16;895000;15545
2020-015546;2020-03-16;231500;15546
2020-015547;2020-03-16;242500;15547
2020-015548;2020-03-16;724950;15548
2020-015549;2020-03-16;328000;15549
2020-015550;2020-03-16;53360;15550
2020-015551;2020-03-16;65379,7;15551
2020-015552;2020-03-16;248000;15552
2020-015553;2020-03-16;55000;15553
2020-015554;2020-03-16;318950;15554
2020-015555;2020-03-16;395000;15555
2020-015556;2020-03-16;221900;15556
2020-015557;2020-03-16;174000;15557
2020-015558;2020-03-16;303000;15558
2020-015559;2020-03-16;935000;15559
2020-015560;2020-03-16;100000;15560
2020-015561;2020-03-16;159000;15561
2020-015562;2020-03-16;516750;15562
2020-015563;2020-03-16;175610;15563
2020-015564;2020-03-16;184000;15564
2020-015565;2020-03-16;169000;15565
2020-015566;2020-03-16;481900;15566
2020-015567;2020-03-16;535000;15567
2020-015568;2020-03-16;132000;15568
2020-015569;2020-03-16;305500;15569
2020-015570;2020-03-16;325500;15570
2020-015571;2020-03-16;76000;15571
2020-015572;2020-03-16;307000;15572
2020-015573;2020-03-16;99900;15573
2020-015574;2020-03-17;93585;15574
2020-015575;2020-03-17;164000;15575
2020-015576;2020-03-17;108254;15576
2020-015577;2020-03-17;332000;15577
2020-015578;2020-03-17;117000;15578
2020-015579;2020-03-17;243000;15579
2020-015580;2020-03-17;151000;15580
2020-015581;2020-03-17;263000;15581
2020-015582;2020-03-17;718626;15582
2020-015583;2020-03-17;308200;15583
2020-015584;2020-03-17;208000;15584
2020-015585;2020-03-17;285000;15585
2020-015586;2020-03-17;116000;15586
2020-015587;2020-03-17;139000;15587
2020-015588;2020-03-17;100000;15588
2020-015589;2020-03-17;146348;15589
2020-015590;2020-03-17;151799;15590
2020-015591;2020-03-17;98500;15591
2020-015592;2020-03-17;108000;15592
2020-015593;2020-03-17;87400;15593
2020-015594;2020-03-17;75000;15594
2020-015595;2020-03-17;368980;15595
2020-015596;2020-03-17;307000;15596
2020-015597;2020-03-17;270000;15597
2020-015598;2020-03-17;116190;15598
2020-015599;2020-03-17;341400;15599
2020-015600;2020-03-17;127000;15600
2020-015601;2020-03-17;67000;15601
2020-015602;2020-03-17;146110;15602
2020-015603;2020-03-17;155000;15603
2020-015604;2020-03-17;140000;15604
2020-015605;2020-03-17;214400;15605
2020-015606;2020-03-17;150844,4;15606
2020-015607;2020-03-17;83000;15607
2020-015608;2020-03-17;475000;15608
2020-015609;2020-03-17;310000;15609
2020-015610;2020-03-17;112000;15610
2020-015611;2020-03-17;92000;15611
2020-015612;2020-03-17;147000;15612
2020-015613;2020-03-17;68820;15613
2020-015614;2020-03-17;102000;15614
2020-015615;2020-03-17;141000;15615
2020-015616;2020-03-17;145000;15616
2020-015617;2020-03-17;244150;15617
2020-015618;2020-03-17;270000;15618
2020-015619;2020-03-17;302350;15619
2020-015620;2020-03-17;69310;15620
2020-015621;2020-03-17;97750;15621
2020-015622;2020-03-17;126500;15622
2020-015623;2020-03-17;32000;15623
2020-015624;2020-03-17;330000;15624
2020-015625;2020-03-17;106560;15625
2020-015626;2020-03-17;275930;15626
2020-015627;2020-03-17;235510;15627
2020-015628;2020-03-17;138787,58;15628
2020-015629;2020-03-17;200961;15629
2020-015630;2020-03-17;145000;15630
2020-015631;2020-03-17;218926;15631
2020-015632;2020-03-17;148000;15632
2020-015633;2020-03-17;107000;15633
2020-015634;2020-03-17;102400;15634
2020-015635;2020-03-17;185372,78;15635
2020-015636;2020-03-17;163000;15636
2020-015637;2020-03-17;97350;15637
2020-015638;2020-03-17;250820;15638
2020-015639;2020-03-17;77000;15639
2020-015640;2020-03-17;217500;15640
2020-015641;2020-03-17;122000;15641
2020-015642;2020-03-17;161550;15642
2020-015643;2020-03-17;75000;15643
2020-015644;2020-03-17;158900;15644
2020-015645;2020-03-17;205000;15645
2020-015646;2020-03-17;508000;15646
2020-015647;2020-03-17;95348;15647
2020-015648;2020-03-17;80000;15648
2020-015649;2020-03-17;52000;15649
2020-015650;2020-03-17;143000;15650
2020-015651;2020-03-17;107500;15651
2020-015652;2020-03-17;97000;15652
2020-015653;2020-03-17;24500;15653
2020-015654;2020-03-17;90000;15654
2020-015655;2020-03-17;147000;15655
2020-015656;2020-03-17;117500;15656
2020-015657;2020-03-17;72000;15657
2020-015658;2020-03-17;410000;15658
2020-015659;2020-03-17;27000;15659
2020-015660;2020-03-17;178000;15660
2020-015661;2020-03-17;92000;15661
2020-015662;2020-03-17;146000;15662
2020-015663;2020-03-17;147000;15663
2020-015664;2020-03-17;120000;15664
2020-015665;2020-03-17;158900;15665
2020-015666;2020-03-17;158000;15666
2020-015667;2020-03-17;42000;15667
2020-015668;2020-03-17;65000;15668
2020-015669;2020-03-17;69000;15669
2020-015670;2020-03-17;148400;15670
2020-015671;2020-03-17;108000;15671
2020-015672;2020-03-17;192000;15672
2020-015673;2020-03-17;55000;15673
2020-015674;2020-03-17;148300;15674
2020-015675;2020-03-17;94100;15675
2020-015676;2020-03-17;218500;15676
2020-015677;2020-03-17;320000;15677
2020-015678;2020-03-17;480000;15678
2020-015679;2020-03-17;269500;15679
2020-015680;2020-03-17;239000;15680
2020-015681;2020-03-17;380000;15681
2020-015682;2020-03-17;323000;15682
2020-015683;2020-03-17;110500;15683
2020-015684;2020-03-17;148000;15684
2020-015685;2020-03-17;229000;15685
2020-015686;2020-03-17;530000;15686
2020-015687;2020-03-17;247000;15687
2020-015688;2020-03-17;1171875;15688
2020-015689;2020-03-17;820000;15689
2020-015690;2020-03-17;305000;15690
2020-015691;2020-03-17;470000;15691
2020-015692;2020-03-17;232000;15692
2020-015693;2020-03-17;355000;15693
2020-015694;2020-03-17;2664618;15694
2020-015695;2020-03-17;167130;15695
2020-015696;2020-03-17;783600;15696
2020-015697;2020-03-17;945000;15697
2020-015698;2020-03-17;774000;15698
2020-015699;2020-03-17;749100;15699
2020-015700;2020-03-17;524000;15700
2020-015701;2020-03-17;465200;15701
2020-015702;2020-03-17;525000;15702
2020-015703;2020-03-17;243300;15703
2020-015704;2020-03-17;170000;15704
2020-015705;2020-03-17;378800;15705
2020-015706;2020-03-17;450590;15706
2020-015707;2020-03-17;785000;15707
2020-015708;2020-03-17;348206;15708
2020-015709;2020-03-17;183000;15709
2020-015710;2020-03-17;157000;15710
2020-015711;2020-03-17;200000;15711
2020-015712;2020-03-17;176000;15712
2020-015713;2020-03-17;194000;15713
2020-015714;2020-03-17;164000;15714
2020-015715;2020-03-17;200320;15715
2020-015716;2020-03-17;132000;15716
2020-015717;2020-03-17;223000;15717
2020-015718;2020-03-17;140000;15718
2020-015719;2020-03-17;223500;15719
2020-015720;2020-03-17;250000;15720
2020-015721;2020-03-17;127500;15721
2020-015722;2020-03-17;280000;15722
2020-015723;2020-03-17;290500;15723
2020-015724;2020-03-17;154000;15724
2020-015725;2020-03-17;197500;15725
2020-015726;2020-03-17;582000;15726
2020-015727;2020-03-17;320000;15727
2020-015728;2020-03-17;113000;15728
2020-015729;2020-03-17;200075;15729
2020-015730;2020-03-17;120000;15730
2020-015731;2020-03-17;55000;15731
2020-015732;2020-03-17;224300;15732
2020-015733;2020-03-17;400000;15733
2020-015734;2020-03-17;98000;15734
2020-015735;2020-03-17;91000;15735
2020-015736;2020-03-17;207000;15736
2020-015737;2020-03-17;278000;15737
2020-015738;2020-03-17;55000;15738
2020-015739;2020-03-17;285000;15739
2020-015740;2020-03-17;147000;15740
2020-015741;2020-03-17;110000;15741
2020-015742;2020-03-17;107500;15742
2020-015743;2020-03-17;164100;15743
2020-015744;2020-03-17;170000;15744
2020-015745;2020-03-17;60000;15745
2020-015746;2020-03-17;112000;15746
2020-015747;2020-03-17;220000;15747
2020-015748;2020-03-17;318000;15748
2020-015749;2020-03-17;374680;15749
2020-015750;2020-03-17;148541;15750
2020-015751;2020-03-17;386000;15751
2020-015752;2020-03-17;271100;15752
2020-015753;2020-03-17;264000;15753
2020-015754;2020-03-17;210000;15754
2020-015755;2020-03-17;90000;15755
2020-015756;2020-03-17;312350;15756
2020-015757;2020-03-17;750500;15757
2020-015758;2020-03-17;160000;15758
2020-015759;2020-03-17;238000;15759
2020-015760;2020-03-17;1450000;15760
2020-015761;2020-03-17;413500;15761
2020-015762;2020-03-17;148000;15762
2020-015763;2020-03-17;477300;15763
2020-015764;2020-03-17;151000;15764
2020-015765;2020-03-17;490000;15765
2020-015766;2020-03-17;154500;15766
2020-015767;2020-03-17;260000;15767
2020-015768;2020-03-17;864030;15768
2020-015769;2020-03-17;153000;15769
2020-015770;2020-03-17;176000;15770
2020-015771;2020-03-17;145000;15771
2020-015772;2020-03-17;484719;15772
2020-015773;2020-03-17;318700;15773
2020-015774;2020-03-17;366000;15774
2020-015775;2020-03-17;175000;15775
2020-015776;2020-03-17;475000;15776
2020-015777;2020-03-17;277000;15777
2020-015778;2020-03-17;83000;15778
2020-015779;2020-03-17;110000;15779
2020-015780;2020-03-17;125000;15780
2020-015781;2020-03-17;53000;15781
2020-015782;2020-03-17;213000;15782
2020-015783;2020-03-17;133000;15783
2020-015784;2020-03-17;195300;15784
2020-015785;2020-03-17;179000;15785
2020-015786;2020-03-17;221000;15786
2020-015787;2020-03-18;247000;15787
2020-015788;2020-03-18;46890;15788
2020-015789;2020-03-18;87000;15789
2020-015790;2020-03-18;120000;15790
2020-015791;2020-03-18;103000;15791
2020-015792;2020-03-18;160000;15792
2020-015793;2020-03-18;80000;15793
2020-015794;2020-03-18;180000;15794
2020-015795;2020-03-18;68000;15795
2020-015796;2020-03-18;104101;15796
2020-015797;2020-03-18;263000;15797
2020-015798;2020-03-18;52000;15798
2020-015799;2020-03-18;52000;15799
2020-015800;2020-03-18;300000;15800
2020-015801;2020-03-18;73100;15801
2020-015802;2020-03-18;112000;15802
2020-015803;2020-03-18;115000;15803
2020-015804;2020-03-18;168000;15804
2020-015805;2020-03-18;202000;15805
2020-015806;2020-03-18;158603;15806
2020-015807;2020-03-18;159000;15807
2020-015808;2020-03-18;127125;15808
2020-015809;2020-03-18;52700;15809
2020-015810;2020-03-18;250000;15810
2020-015811;2020-03-18;140000;15811
2020-015812;2020-03-18;143000;15812
2020-015813;2020-03-18;131500;15813
2020-015814;2020-03-18;99100;15814
2020-015815;2020-03-18;171800;15815
2020-015816;2020-03-18;119000;15816
2020-015817;2020-03-18;54000;15817
2020-015818;2020-03-18;45000;15818
2020-015819;2020-03-18;187000;15819
2020-015820;2020-03-18;165000;15820
2020-015821;2020-03-18;210000;15821
2020-015822;2020-03-18;1880000;15822
2020-015823;2020-03-18;760000;15823
2020-015824;2020-03-18;583944;15824
2020-015825;2020-03-18;268000;15825
2020-015826;2020-03-18;1595000;15826
2020-015827;2020-03-18;986860;15827
2020-015828;2020-03-18;182450;15828
2020-015829;2020-03-18;470000;15829
2020-015830;2020-03-18;198000;15830
2020-015831;2020-03-18;752950;15831
2020-015832;2020-03-18;396000;15832
2020-015833;2020-03-18;389000;15833
2020-015834;2020-03-18;279000;15834
2020-015835;2020-03-18;268000;15835
2020-015836;2020-03-18;97000;15836
2020-015837;2020-03-18;87000;15837
2020-015838;2020-03-18;116000;15838
2020-015839;2020-03-18;155750;15839
2020-015840;2020-03-18;327000;15840
2020-015841;2020-03-18;223200;15841
2020-015842;2020-03-18;83500;15842
2020-015843;2020-03-18;154891;15843
2020-015844;2020-03-18;89550;15844
2020-015845;2020-03-18;304400;15845
2020-015846;2020-03-18;103000;15846
2020-015847;2020-03-18;1486750;15847
2020-015848;2020-03-18;385000;15848
2020-015849;2020-03-18;190000;15849
2020-015850;2020-03-18;126850;15850
2020-015851;2020-03-18;250000;15851
2020-015852;2020-03-18;199000;15852
2020-015853;2020-03-18;174900;15853
2020-015854;2020-03-18;139000;15854
2020-015855;2020-03-18;323000;15855
2020-015856;2020-03-18;151100;15856
2020-015857;2020-03-18;151000;15857
2020-015858;2020-03-18;348000;15858
2020-015859;2020-03-18;70000;15859
2020-015860;2020-03-18;400000;15860
2020-015861;2020-03-18;146000;15861
2020-015862;2020-03-18;150500;15862
2020-015863;2020-03-19;70000;15863
2020-015864;2020-03-19;98000;15864
2020-015865;2020-03-19;358000;15865
2020-015866;2020-03-19;330000;15866
2020-015867;2020-03-19;310000;15867
2020-015868;2020-03-19;480000;15868
2020-015869;2020-03-19;80990;15869
2020-015870;2020-03-19;310000;15870
2020-015871;2020-03-19;98000;15871
2020-015872;2020-03-19;60000;15872
2020-015873;2020-03-19;300000;15873
2020-015874;2020-03-19;79900;15874
2020-015875;2020-03-19;101600;15875
2020-015876;2020-03-19;294000;15876
2020-015877;2020-03-19;90000;15877
2020-015878;2020-03-19;396155,22;15878
2020-015879;2020-03-19;48000;15879
2020-015880;2020-03-19;290000;15880
2020-015881;2020-03-19;136560;15881
2020-015882;2020-03-19;292700;15882
2020-015883;2020-03-19;110000;15883
2020-015884;2020-03-19;49970;15884
2020-015885;2020-03-19;57000;15885
2020-015886;2020-03-19;194000;15886
2020-015887;2020-03-19;81000;15887
2020-015888;2020-03-19;133568;15888
2020-015889;2020-03-19;25000;15889
2020-015890;2020-03-19;46000;15890
2020-015891;2020-03-19;140160;15891
2020-015892;2020-03-19;192500;15892
2020-015893;2020-03-19;92880;15893
2020-015894;2020-03-19;269900;15894
2020-015895;2020-03-19;41000;15895
2020-015896;2020-03-19;150000;15896
2020-015897;2020-03-19;171151;15897
2020-015898;2020-03-19;102000;15898
2020-015899;2020-03-19;155000;15899
2020-015900;2020-03-19;131800;15900
2020-015901;2020-03-19;53300;15901
2020-015902;2020-03-19;94000;15902
2020-015903;2020-03-19;556500;15903
2020-015904;2020-03-19;148500;15904
2020-015905;2020-03-19;415097;15905
2020-015906;2020-03-19;1150000;15906
2020-015907;2020-03-19;403870;15907
2020-015908;2020-03-19;387000;15908
2020-015909;2020-03-19;455000;15909
2020-015910;2020-03-19;330000;15910
2020-015911;2020-03-19;185000;15911
2020-015912;2020-03-19;820000;15912
2020-015913;2020-03-19;1380000;15913
2020-015914;2020-03-19;2195000;15914
2020-015915;2020-03-19;143518;15915
2020-015916;2020-03-19;875000;15916
2020-015917;2020-03-19;297825;15917
2020-015918;2020-03-19;565217,4;15918
2020-015919;2020-03-19;216100;15919
2020-015920;2020-03-19;180500;15920
2020-015921;2020-03-19;298000;15921
2020-015922;2020-03-19;341500;15922
2020-015923;2020-03-19;125500;15923
2020-015924;2020-03-19;158000;15924
2020-015925;2020-03-19;139000;15925
2020-015926;2020-03-19;140368;15926
2020-015927;2020-03-19;129000;15927
2020-015928;2020-03-19;88200;15928
2020-015929;2020-03-19;210450;15929
2020-015930;2020-03-19;264000;15930
2020-015931;2020-03-19;228850;15931
2020-015932;2020-03-19;260000;15932
2020-015933;2020-03-19;99000;15933
2020-015934;2020-03-19;170400;15934
2020-015935;2020-03-19;128000;15935
2020-015936;2020-03-19;193780;15936
2020-015937;2020-03-19;154000;15937
2020-015938;2020-03-19;246000;15938
2020-015939;2020-03-19;307000;15939
2020-015940;2020-03-19;222600;15940
2020-015941;2020-03-19;212000;15941
2020-015942;2020-03-19;169500;15942
2020-015943;2020-03-19;292100;15943
2020-015944;2020-03-19;165000;15944
2020-015945;2020-03-19;251000;15945
2020-015946;2020-03-19;702000;15946
2020-015947;2020-03-19;650000;15947
2020-015948;2020-03-19;115000;15948
2020-015949;2020-03-19;99000;15949
2020-015950;2020-03-19;354000;15950
2020-015951;2020-03-19;350000;15951
2020-015952;2020-03-19;201054;15952
2020-015953;2020-03-19;455185;15953
2020-015954;2020-03-19;263750;15954
2020-015955;2020-03-19;256606;15955
2020-015956;2020-03-19;88000;15956
2020-015957;2020-03-19;163000;15957
2020-015958;2020-03-19;101600;15958
2020-015959;2020-03-20;262500;15959
2020-015960;2020-03-20;77000;15960
2020-015961;2020-03-20;161000;15961
2020-015962;2020-03-20;265000;15962
2020-015963;2020-03-20;166070;15963
2020-015964;2020-03-20;404070;15964
2020-015965;2020-03-20;723000;15965
2020-015966;2020-03-20;159000;15966
2020-015967;2020-03-20;205000;15967
2020-015968;2020-03-20;300000;15968
2020-015969;2020-03-20;325000;15969
2020-015970;2020-03-20;54500;15970
2020-015971;2020-03-20;52725;15971
2020-015972;2020-03-20;114000;15972
2020-015973;2020-03-20;83000;15973
2020-015974;2020-03-20;546475;15974
2020-015975;2020-03-20;614730;15975
2020-015976;2020-03-20;90000;15976
2020-015977;2020-03-20;75000;15977
2020-015978;2020-03-20;380000;15978
2020-015979;2020-03-20;72000;15979
2020-015980;2020-03-20;45000;15980
2020-015981;2020-03-20;160000;15981
2020-015982;2020-03-20;143500;15982
2020-015983;2020-03-20;73000;15983
2020-015984;2020-03-20;34000;15984
2020-015985;2020-03-20;127000;15985
2020-015986;2020-03-20;117600;15986
2020-015987;2020-03-20;208700;15987
2020-015988;2020-03-20;119970;15988
2020-015989;2020-03-20;120000;15989
2020-015990;2020-03-20;175000;15990
2020-015991;2020-03-20;55110;15991
2020-015992;2020-03-20;77685;15992
2020-015993;2020-03-20;211000;15993
2020-015994;2020-03-20;79500;15994
2020-015995;2020-03-20;200850;15995
2020-015996;2020-03-20;32034;15996
2020-015997;2020-03-20;142000;15997
2020-015998;2020-03-20;283412;15998
2020-015999;2020-03-20;220500;15999
2020-016000;2020-03-20;197550;16000
2020-016001;2020-03-20;131618;16001
2020-016002;2020-03-20;84750;16002
2020-016003;2020-03-20;172000;16003
2020-016004;2020-03-20;5000;16004
2020-016005;2020-03-20;99000;16005
2020-016006;2020-03-20;269370;16006
2020-016007;2020-03-20;92700;16007
2020-016008;2020-03-20;72600;16008
2020-016009;2020-03-20;69000;16009
2020-016010;2020-03-20;76500;16010
2020-016011;2020-03-20;62600;16011
2020-016012;2020-03-20;128500;16012
2020-016013;2020-03-20;75510;16013
2020-016014;2020-03-20;318000;16014
2020-016015;2020-03-20;90000;16015
2020-016016;2020-03-20;37500;16016
2020-016017;2020-03-20;113500;16017
2020-016018;2020-03-20;83000;16018
2020-016019;2020-03-20;121200;16019
2020-016020;2020-03-20;149500;16020
2020-016021;2020-03-20;110500;16021
2020-016022;2020-03-20;85645;16022
2020-016023;2020-03-20;85900;16023
2020-016024;2020-03-20;102500;16024
2020-016025;2020-03-20;36500;16025
2020-016026;2020-03-20;52500;16026
2020-016027;2020-03-20;141550;16027
2020-016028;2020-03-20;288200;16028
2020-016029;2020-03-20;176610;16029
2020-016030;2020-03-20;79400;16030
2020-016031;2020-03-20;227000;16031
2020-016032;2020-03-20;48070;16032
2020-016033;2020-03-20;335000;16033
2020-016034;2020-03-20;244800;16034
2020-016035;2020-03-20;472220;16035
2020-016036;2020-03-20;500000;16036
2020-016037;2020-03-20;510500;16037
2020-016038;2020-03-20;585000;16038
2020-016039;2020-03-20;342000;16039
2020-016040;2020-03-20;238000;16040
2020-016041;2020-03-20;515000;16041
2020-016042;2020-03-20;380000;16042
2020-016043;2020-03-20;110000;16043
2020-016044;2020-03-20;372000;16044
2020-016045;2020-03-20;365000;16045
2020-016046;2020-03-20;214000;16046
2020-016047;2020-03-20;2205882,2;16047
2020-016048;2020-03-20;138000;16048
2020-016049;2020-03-20;1310500;16049
2020-016050;2020-03-20;488000;16050
2020-016051;2020-03-20;339000;16051
2020-016052;2020-03-20;409690;16052
2020-016053;2020-03-20;293000;16053
2020-016054;2020-03-20;911920;16054
2020-016055;2020-03-20;290000;16055
2020-016056;2020-03-20;499700;16056
2020-016057;2020-03-20;590000;16057
2020-016058;2020-03-20;580500;16058
2020-016059;2020-03-20;575000;16059
2020-016060;2020-03-20;339271,4;16060
2020-016061;2020-03-20;650000;16061
2020-016062;2020-03-20;652000;16062
2020-016063;2020-03-20;58500;16063
2020-016064;2020-03-20;399000;16064
2020-016065;2020-03-20;70000;16065
2020-016066;2020-03-20;208000;16066
2020-016067;2020-03-20;93000;16067
2020-016068;2020-03-20;271620;16068
2020-016069;2020-03-20;193000;16069
2020-016070;2020-03-20;263500;16070
2020-016071;2020-03-20;228000;16071
2020-016072;2020-03-20;474230;16072
2020-016073;2020-03-20;227000;16073
2020-016074;2020-03-20;345000;16074
2020-016075;2020-03-20;106400;16075
2020-016076;2020-03-20;153470;16076
2020-016077;2020-03-20;152000;16077
2020-016078;2020-03-20;112500;16078
2020-016079;2020-03-20;41000;16079
2020-016080;2020-03-20;111650;16080
2020-016081;2020-03-20;36000;16081
2020-016082;2020-03-20;187000;16082
2020-016083;2020-03-20;138720;16083
2020-016084;2020-03-20;127100;16084
2020-016085;2020-03-20;216000;16085
2020-016086;2020-03-20;162200;16086
2020-016087;2020-03-20;402000;16087
2020-016088;2020-03-20;358000;16088
2020-016089;2020-03-20;343820;16089
2020-016090;2020-03-20;394350;16090
2020-016091;2020-03-20;390000;16091
2020-016092;2020-03-20;129050;16092
2020-016093;2020-03-20;267335;16093
2020-016094;2020-03-20;200000;16094
2020-016095;2020-03-20;680000;16095
2020-016096;2020-03-20;328000;16096
2020-016097;2020-03-20;262000;16097
2020-016098;2020-03-20;302000;16098
2020-016099;2020-03-20;422000;16099
2020-016100;2020-03-20;160300;16100
2020-016101;2020-03-20;540000;16101
2020-016102;2020-03-20;154000;16102
2020-016103;2020-03-20;220000;16103
2020-016104;2020-03-20;354000;16104
2020-016105;2020-03-20;157500;16105
2020-016106;2020-03-20;176000;16106
2020-016107;2020-03-20;269000;16107
2020-016108;2020-03-20;319000;16108
2020-016109;2020-03-20;216950;16109
2020-016110;2020-03-20;168700;16110
2020-016111;2020-03-20;163200;16111
2020-016112;2020-03-20;100000;16112
2020-016113;2020-03-20;233000;16113
2020-016114;2020-03-20;181000;16114
2020-016115;2020-03-20;245000;16115
2020-016116;2020-03-21;100000;16116
2020-016117;2020-03-21;74000;16117
2020-016118;2020-03-21;110000;16118
2020-016119;2020-03-21;128000;16119
2020-016120;2020-03-21;128000;16120
2020-016121;2020-03-23;239000;16121
2020-016122;2020-03-23;240000;16122
2020-016123;2020-03-23;72500;16123
2020-016124;2020-03-23;304015;16124
2020-016125;2020-03-23;240000;16125
2020-016126;2020-03-23;51000;16126
2020-016127;2020-03-23;51300;16127
2020-016128;2020-03-23;42500;16128
2020-016129;2020-03-23;58000;16129
2020-016130;2020-03-23;51300;16130
2020-016131;2020-03-23;183500;16131
2020-016132;2020-03-23;122000;16132
2020-016133;2020-03-23;147000;16133
2020-016134;2020-03-23;213165;16134
2020-016135;2020-03-23;60000;16135
2020-016136;2020-03-23;158110;16136
2020-016137;2020-03-23;275000;16137
2020-016138;2020-03-23;257000;16138
2020-016139;2020-03-23;280000;16139
2020-016140;2020-03-23;318000;16140
2020-016141;2020-03-23;45000;16141
2020-016142;2020-03-23;140000;16142
2020-016143;2020-03-23;196760;16143
2020-016144;2020-03-23;56000;16144
2020-016145;2020-03-23;225800;16145
2020-016146;2020-03-23;163230;16146
2020-016147;2020-03-23;201029;16147
2020-016148;2020-03-23;255000;16148
2020-016149;2020-03-23;472000;16149
2020-016150;2020-03-23;441000;16150
2020-016151;2020-03-23;298000;16151
2020-016152;2020-03-23;685000;16152
2020-016153;2020-03-23;1025000;16153
2020-016154;2020-03-23;342170;16154
2020-016155;2020-03-23;375000;16155
2020-016156;2020-03-23;156900;16156
2020-016157;2020-03-23;383820;16157
2020-016158;2020-03-23;115000;16158
2020-016159;2020-03-23;243900;16159
2020-016160;2020-03-23;130000;16160
2020-016161;2020-03-23;96000;16161
2020-016162;2020-03-23;632500;16162
2020-016163;2020-03-23;201000;16163
2020-016164;2020-03-23;167000;16164
2020-016165;2020-03-23;258000;16165
2020-016166;2020-03-23;112000;16166
2020-016167;2020-03-23;172000;16167
2020-016168;2020-03-23;129000;16168
2020-016169;2020-03-23;153000;16169
2020-016170;2020-03-23;77500;16170
2020-016171;2020-03-23;210600;16171
2020-016172;2020-03-23;53000;16172
2020-016173;2020-03-23;75000;16173
2020-016174;2020-03-23;190000;16174
2020-016175;2020-03-23;235000;16175
2020-016176;2020-03-23;156500;16176
2020-016177;2020-03-23;131447;16177
2020-016178;2020-03-23;268200;16178
2020-016179;2020-03-23;92000;16179
2020-016180;2020-03-23;95000;16180
2020-016181;2020-03-23;65000;16181
2020-016182;2020-03-23;162000;16182
2020-016183;2020-03-23;130000;16183
